0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22-07-2023 16:18:09 547;
-435.004425;2446.60718;-142.283661;11751.8164;-8692.0166;2743.3728;-1259.03552;-9513.44629;-3166.74536;-9820.0791;-10314.2227;-3473.33618;12422.1299;13440.6748;1308.84656;2;22-07-2023 16:18:09 547;
71.2512894;-445.38504;-43.5870171;-1710.37903;1233.73608;-401.471405;169.877747;1293.45593;439.089172;1352.92371;1364.78198;466.799713;-1798.1106;-1881.96484;-223.979553;3;22-07-2023 16:18:09 547;
-92.088768;40.4285355;-53.9511909;284.80777;-307.411316;42.4877663;-80.3505325;-304.983368;-135.054169;-304.578918;-299.84787;-135.017288;323.669556;336.006622;6.51624584;4;22-07-2023 16:18:09 547;
-56.152359;-74.3477783;-63.6389809;-107.888878;-8.22949696;-45.4684296;-32.0480499;-7.46491194;-24.3395081;7.74343204;0.355159134;-24.0748405;-92.5336304;-85.9505692;-46.6098099;5;22-07-2023 16:18:09 547;
-65.5984268;-52.7955513;-59.6580124;-63.2504425;-44.5133858;-36.3077354;-38.4965553;-35.1730804;-37.7169266;-23.5977955;-23.7876053;-36.0536156;-44.6068497;-45.0975685;-37.9538193;6;22-07-2023 16:18:09 547;
-63.6126633;-54.8719864;-61.39571;-53.0529251;-50.4728584;-32.3408127;-40.9534187;-47.1118698;-41.0056305;-34.3698692;-37.7023239;-38.455883;-34.5509071;-28.5317707;-36.9687004;7;22-07-2023 16:18:09 547;
-62.9887161;-55.4849663;-60.1869774;-62.5131264;-43.6649666;-35.5802078;-38.9833374;-38.4859314;-37.9839554;-26.1437168;-26.5272465;-35.5042801;-45.3340149;-41.7116165;-39.018856;8;22-07-2023 16:18:09 547;
-63.7590179;-54.4023743;-60.6355209;-58.5606728;-47.6994896;-34.7870331;-37.9234314;-41.921505;-38.3570709;-30.3407764;-32.3201714;-37.7802429;-38.5511627;-35.9544945;-38.0408783;9;22-07-2023 16:18:09 580;
-64.4739227;-55.3076782;-60.9669724;-60.100666;-45.2701149;-34.6113663;-38.8039856;-40.0840569;-38.4458656;-27.9144497;-31.1119404;-36.8867836;-40.8439751;-37.72118;-37.8163185;10;22-07-2023 16:18:09 580;
-63.7906075;-54.8026237;-61.1364708;-58.9780807;-46.6121559;-34.1553917;-39.7929764;-42.2421417;-39.024437;-27.9266224;-30.9093075;-36.6849213;-41.2726822;-37.0261002;-39.015049;11;22-07-2023 16:18:09 580;
-64.2244568;-55.4316025;-60.8554459;-59.371624;-46.7290115;-35.483036;-38.0723457;-40.9700241;-39.1185188;-28.8446159;-30.3600826;-37.2133064;-40.3018379;-38.5557289;-38.7243385;12;22-07-2023 16:18:09 580;
-63.4320755;-55.1142349;-61.0756607;-58.7071724;-45.3989372;-35.4440651;-39.0769653;-40.7188759;-38.759304;-29.3659668;-30.3612041;-37.8009644;-40.834549;-37.3678398;-37.602253;13;22-07-2023 16:18:09 580;
-64.1131744;-55.164238;-60.1146355;-59.4401283;-46.6385918;-33.9828758;-39.4944115;-41.8663521;-38.8219681;-29.1180935;-31.5972824;-36.8113708;-42.0122795;-37.5276527;-37.8289375;14;22-07-2023 16:18:09 580;
-63.8568497;-55.0453568;-60.7072868;-59.0640221;-46.1702499;-34.3470383;-39.0376778;-40.6780891;-39.0465546;-28.4606667;-31.4174194;-36.6173592;-40.8259888;-37.2997932;-38.6350174;15;22-07-2023 16:18:09 580;
-64.3778992;-54.8084984;-60.4684219;-59.5611725;-45.512928;-35.5038528;-38.0606079;-40.3579292;-38.9355965;-28.6065826;-30.3867702;-37.4271584;-40.4267235;-38.2766304;-38.2940979;16;22-07-2023 16:18:09 580;
-64.1414719;-56.0449753;-61.0696869;-59.1195679;-47.0041618;-34.7487373;-39.8920631;-42.0228767;-39.1191788;-29.313818;-30.4979992;-37.2723732;-41.8872719;-37.3250771;-37.7759247;17;22-07-2023 16:18:09 607;
-64.4254684;-54.8843956;-60.6487236;-59.8495598;-46.03405;-33.7279282;-39.1284981;-41.4459686;-39.0904541;-28.924715;-31.1535187;-36.5863953;-40.3527184;-36.7911453;-38.8634567;18;22-07-2023 16:18:09 607;
-63.1097565;-55.1927719;-60.7653008;-59.6125336;-45.6941605;-35.0895844;-37.7384415;-40.4058266;-38.7805672;-28.6554127;-31.4039268;-37.5151138;-40.4690208;-38.2358818;-38.5032997;19;22-07-2023 16:18:09 607;
-63.8318558;-55.3629951;-61.2731857;-60.1554337;-47.2372437;-35.3203049;-39.2730255;-41.7973824;-39.0094299;-28.0392399;-30.6832352;-37.2853508;-41.5641632;-38.0147438;-37.3328514;20;22-07-2023 16:18:09 607;
