0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22-07-2023 16:19:33 859;
-69.1583099;11198.4229;-11898.6963;676.81543;615.142761;1210.52405;956.346802;60.2545395;9043.55664;12251.7432;-566.7099;-627.407898;9891.60449;-9973.62793;-9598.91406;2;22-07-2023 16:19:33 859;
-52.7947235;-1587.74524;1595.10535;-147.733047;-50.5306664;-185.511597;-197.443329;-80.1897125;-1273.40393;-1776.78308;36.5303421;32.618515;-1418.79285;1403.23962;1297.57019;3;22-07-2023 16:19:33 859;
-55.4157333;259.028931;-383.455688;-32.1851997;-49.971096;-1.06362736;2.60367417;-21.212719;212.534653;334.052368;-37.5692291;-42.3219376;242.602417;-329.801941;-301.013733;4;22-07-2023 16:19:33 859;
-66.7003174;-95.9111786;-20.5438976;-64.8297348;-41.4436951;-39.7722549;-47.5502548;-48.1399612;-71.5248566;-80.262619;-32.1329842;-38.5422592;-78.7240295;2.72220206;-5.35272694;5;22-07-2023 16:19:33 859;
-62.7320099;-60.3305893;-53.9160194;-58.4121971;-48.3363953;-35.3200493;-36.8940353;-39.2393303;-43.7074699;-32.5325546;-29.0507069;-34.725174;-44.3784866;-33.1871986;-31.9706898;6;22-07-2023 16:19:33 859;
-63.6951599;-48.1658401;-68.7796478;-59.2151031;-44.8932571;-33.1845818;-39.5600777;-40.5740738;-33.118885;-21.6597118;-31.0739632;-38.2701683;-35.448349;-43.0322266;-44.5435295;7;22-07-2023 16:19:33 859;
-63.5001984;-58.8055077;-56.3980637;-59.1950073;-46.6003456;-35.3473358;-39.8380814;-41.1139526;-42.0261688;-32.5481529;-30.7479439;-37.01894;-43.9839859;-35.1843948;-36.2977333;8;22-07-2023 16:19:33 859;
-64.2089539;-52.9462509;-61.7021217;-60.184967;-45.9765434;-34.8618011;-37.7106628;-41.8037109;-37.9318886;-27.5232849;-31.5267715;-36.4513206;-39.0929451;-38.814167;-39.2842407;9;22-07-2023 16:19:33 891;
-63.6989441;-55.4663124;-60.6117859;-58.8657608;-46.7531662;-34.3672028;-40.0322189;-40.7923622;-39.2167969;-29.1992836;-30.9765491;-37.4457321;-41.8162155;-36.6301994;-37.2347336;10;22-07-2023 16:19:33 891;
-63.5144577;-54.1934013;-60.4913521;-59.8575974;-45.8941193;-34.5104599;-39.4985847;-40.9793854;-38.7836685;-28.3905563;-30.4634705;-37.631321;-41.0529633;-37.6625252;-39.2655067;11;22-07-2023 16:19:33 891;
-63.885128;-54.7236061;-60.4779778;-59.235878;-46.0958061;-35.1873741;-38.0441246;-42.0478287;-39.2664795;-29.1123619;-30.9785099;-37.5122604;-39.9285851;-37.7349396;-38.653492;12;22-07-2023 16:19:33 891;
-63.3274994;-54.5758286;-60.2591019;-59.1123886;-46.6559868;-35.0495567;-38.8677864;-40.4764786;-38.721508;-29.2017059;-31.2876682;-36.5534477;-41.2584763;-37.3455734;-37.7349586;13;22-07-2023 16:19:33 891;
-63.7992744;-54.7982788;-60.8035812;-59.1940842;-45.5713005;-33.9575348;-39.9980507;-40.7919083;-38.6589394;-29.3204193;-31.0683918;-37.3760033;-41.4183655;-37.762619;-38.1717911;14;22-07-2023 16:19:33 891;
-63.1614456;-55.2229919;-59.7670364;-59.243248;-45.5949669;-34.7329636;-38.7411995;-41.7268066;-39.5543671;-28.6794586;-30.2286263;-37.1036491;-40.426239;-38.2671738;-38.8610954;15;22-07-2023 16:19:33 891;
-64.033226;-53.8880043;-60.5571938;-59.4379997;-47.1934547;-35.1851883;-37.6723709;-40.6611404;-38.6451683;-28.6539154;-30.5934563;-36.4904289;-40.743248;-37.405201;-38.0442772;16;22-07-2023 16:19:33 891;
-63.6772385;-54.9755898;-60.3305435;-58.5778084;-45.8366547;-34.6903152;-40.1515388;-40.3324089;-38.4140816;-29.3003044;-31.0893993;-36.5457306;-41.3957748;-36.8911018;-37.7500038;17;22-07-2023 16:19:33 920;
-64.3042297;-54.5316734;-60.7117691;-59.5158234;-46.1629219;-34.1059036;-39.4806328;-41.7454109;-39.544857;-29.2529621;-31.0001507;-37.824894;-40.603672;-38.3508873;-39.3260765;18;22-07-2023 16:19:33 920;
-63.2049103;-54.724205;-59.9664192;-58.8235168;-46.7145271;-34.1023674;-37.5955925;-41.7078667;-38.7173157;-29.0118046;-30.3167686;-36.4304619;-40.7046471;-38.1256981;-37.8980522;19;22-07-2023 16:19:33 920;
-63.7453232;-54.7699928;-60.6182861;-59.8968735;-45.4806252;-34.992218;-39.5424767;-40.0473328;-38.3510399;-28.7268982;-30.6182308;-36.6504173;-41.1666298;-37.4567604;-37.5436974;20;22-07-2023 16:19:33 920;
-63.8294792;-54.4307976;-60.1233826;-58.7122993;-46.3716011;-34.5846939;-39.8733902;-41.3965187;-38.6551285;-29.5512695;-31.2421284;-37.5673943;-40.362114;-37.943325;-39.2201309;21;22-07-2023 16:19:33 920;
