STAMP	ROOT X	ROOT Y	ROOT Z	WRIST X	WRIST Y	WRIST Z	HAND X	HAND Y	HAND Z	THUMB1 X	THUMB1 Y	THUMB1 Z	THUMB2 X	THUMB2 Y	THUMB2 Z	THUMB3 X	THUMB3 Y	THUMB3 Z	THUMB4 X	THUMB4 Y	THUMB4 Z	THUMBFLEX1	THUMBFLEX2	INDEX1 X	INDEX1 Y	INDEX1 Z	INDEX2 X	INDEX2 Y	INDEX2 Z	INDEX3 X	INDEX3 Y	INDEX3 Z	INDEX4 X	INDEX4 Y	INDEX4 Z	INDEXFLEX1	INDEXFLEX2	INDEXFLEX3	MIDDLE1 X	MIDDLE1 Y	MIDDLE1 Z	MIDDLE2 X	MIDDLE2 Y	MIDDLE2 Z	MIDDLE3 X	MIDDLE3 Y	MIDDLE3 Z	MIDDLE4 X	MIDDLE4 Y	MIDDLE4 Z	MIDDLEFLEX1	MIDDLEFLEX2	MIDDLEFLEX3	RING1 X	RING1 Y	RING1 Z	RING2 X	RING2 Y	RING2 Z	RING3 X	RING3 Y	RING3 Z	RING4 X	RING4 Y	RING4 Z	RINGFLEX1	RINGFLEX2	RINGFLEX3	LITTLE1 X	LITTLE1 Y	LITTLE1 Z	LITTLE2 X	LITTLE2 Y	LITTLE2 Z	LITTLE3 X	LITTLE3 Y	LITTLE3 Z	LITTLE4 X	LITTLE4 Y	LITTLE4 Z	LITTLEFLEX1	LITTLEFLEX2	LITTLEFLEX3	PRESSURE1	PRESSURE2	PRESSURE3	PRESSURE4	PRESSURE5	DIST THUMB-INDEX	DIST THUMB-MIDDLE	DIST THUMB-RING	DIST THUMB-LITTLE	DIST PALM-THUMB	DIST PALM-INDEX	DIST PALM-MIDDLE	DIST PALM-RING	DIST PALM-LITTLE	
4750	0,0000	0,0000	0,0000	5,6397	58,1464	6,6104	23,2929	143,7531	41,8427	27,9119	78,4015	38,3751	81,2674	100,3205	65,5394	112,2390	122,2110	82,3585	125,5422	133,6467	93,4300	17,6550	17,6550	40,0241	159,5594	30,0275	54,2211	213,6042	51,7742	60,5992	236,4473	60,2167	62,9901	247,6229	65,4920	1,7400	24,6400	12,3200	20,1481	168,6488	46,0453	23,0930	219,6041	60,1308	33,8632	252,3807	78,4418	40,1043	268,7111	87,1462	14,9600	24,8400	20,4200	-6,2922	166,4605	50,3922	1,0706	208,6236	80,3121	3,8448	230,2817	87,2614	5,7311	241,4573	88,9394	20,0000	24,8631	20,4315	-19,9842	151,9382	65,9959	-18,5856	182,5462	80,9973	-19,6391	206,8422	89,8384	-19,4323	217,7101	96,8556	19,8200	24,9639	12,4819	1,00	1,00	1,00	1,00	1,00	132,98	159,94	161,24	167,62	114,97	113,68	133,98	109,88	101,59	
5180	0,0000	0,0000	0,0000	7,2033	58,0745	5,6616	32,4498	143,9869	35,0441	36,5435	78,6462	30,7878	95,9873	98,3784	42,7173	131,1493	118,9817	50,4951	147,3221	129,9017	57,5331	17,6850	17,6850	45,5876	159,8307	19,3674	64,4633	214,0191	36,7664	72,6201	236,9221	43,3008	76,1899	248,1275	47,7884	1,6000	24,6400	12,3200	30,2676	168,8861	39,8016	36,1938	219,9717	52,4000	50,9102	252,9638	67,2522	58,9861	269,4034	74,0293	15,1000	24,8319	20,4160	5,7638	166,5576	50,6152	19,8771	208,9269	77,6865	24,0747	230,6424	83,6780	26,2111	241,8418	84,8080	20,0000	24,8704	20,4352	-3,4955	152,0381	69,1976	1,1680	182,6483	83,5202	2,0241	206,9238	92,4395	3,8093	217,7883	99,2346	19,5400	24,9676	12,4838	1,00	1,00	1,00	1,00	1,00	138,32	165,94	167,16	173,38	117,90	113,67	133,99	109,96	101,92	
5610	0,0000	0,0000	0,0000	1,6027	56,4185	16,4611	17,9310	140,4370	55,9066	30,8234	77,8625	40,9901	88,7118	103,6882	47,8611	122,0345	127,6526	53,9167	137,6009	139,7253	60,4188	17,6850	17,6850	26,3557	160,2209	41,5188	39,3519	213,8113	65,0680	44,9112	236,6030	74,2009	47,3960	247,5041	79,9834	1,5300	24,6279	12,3139	12,8391	163,7491	64,7376	12,9759	212,8912	84,4509	24,6567	245,4872	102,5256	31,1194	261,9368	110,8355	15,1000	24,8319	20,4160	-9,3486	155,9761	77,7789	2,0413	195,9471	109,3982	3,8224	217,0227	118,2145	4,4442	228,1574	120,8415	20,0000	24,8775	20,4387	-13,7656	137,7211	94,7819	-11,6852	166,3828	113,1680	-13,1534	188,9867	125,6779	-12,0541	198,9424	133,8678	19,4700	24,9676	12,4838	1,00	1,00	1,00	1,00	1,00	141,90	169,75	170,89	176,91	119,76	113,63	133,99	109,97	101,98	
6040	0,0000	0,0000	0,0000	2,5095	54,9754	20,6899	21,4452	135,4047	66,0160	33,1714	74,2922	45,2280	91,9373	98,5295	50,1735	126,1050	121,3918	55,7668	142,2656	132,7114	62,1740	17,7000	17,7000	29,1412	156,3202	52,8739	43,8632	207,4659	80,4940	50,1216	229,2886	91,3750	53,0228	239,5923	97,9982	1,0400	24,5775	12,2887	16,9729	157,8987	77,0341	18,5023	205,2002	100,7803	31,3749	236,1402	120,8473	38,3931	251,8215	130,1349	15,0300	24,8236	20,4118	-4,4819	149,0666	90,6171	8,9873	186,1339	124,8496	11,4218	206,3658	135,3297	12,2729	217,2309	138,8650	19,7900	24,8775	20,4387	-8,0216	129,4557	106,2617	-4,8154	156,3996	126,9414	-5,5004	177,8227	141,4392	-3,9137	187,0246	150,3952	19,3300	24,9711	12,4855	1,00	1,00	1,00	1,00	1,00	143,77	172,03	172,98	179,17	120,91	113,47	133,98	109,94	102,12	
6470	0,0000	0,0000	0,0000	5,7952	54,2365	21,9410	30,3376	131,1095	70,6224	37,4312	70,0383	47,7253	98,3285	88,0259	53,4879	134,6209	107,1310	59,7501	151,9181	116,5013	66,3338	17,7300	17,7300	39,9906	151,7827	58,4230	58,2027	200,5237	88,2229	65,9695	221,3551	100,0344	69,5517	231,1411	107,0946	1,1100	24,5775	12,2887	27,5023	153,4781	82,4112	32,3449	199,6458	107,8802	47,2453	228,7248	129,2816	55,3071	243,4542	139,2547	15,1700	24,8319	20,4160	5,1227	145,9611	95,2734	20,8367	180,4924	131,1601	24,6892	200,0521	142,4585	26,3481	210,6716	146,4265	19,7900	24,8844	20,4422	-0,3330	126,1516	110,0949	4,5629	151,9670	131,8542	5,2768	172,8273	147,1489	7,3960	181,5342	156,4815	19,4000	24,9711	12,4855	1,00	1,00	1,00	1,00	1,00	146,93	175,41	176,21	182,33	122,53	113,46	134,00	109,97	102,18	
6910	0,0000	0,0000	0,0000	11,9928	53,8004	20,4518	43,5793	119,4332	80,2540	39,0824	59,3115	54,3803	98,5839	59,2849	77,2891	135,5162	67,2153	94,4494	152,3584	71,0273	105,9450	17,8050	17,8050	61,3659	136,6021	72,6218	84,0263	177,4219	110,2469	93,9346	194,8851	125,4338	98,1392	203,0799	134,0135	1,0400	24,5644	12,2822	44,1371	141,4683	92,9626	54,8859	183,8606	122,8111	71,2638	207,0453	149,6415	80,2577	218,6530	162,5171	15,2400	24,8319	20,4160	18,0381	140,5738	99,3526	33,1896	168,5288	140,7790	39,3580	185,9619	154,3109	42,8496	195,5838	159,4585	19,8600	24,8911	20,4456	3,7082	122,9695	110,6042	9,7912	146,1418	134,8923	12,2841	165,8122	151,5190	14,2603	173,4798	161,7514	19,9600	24,9744	12,4872	1,00	1,00	1,00	1,00	1,00	145,48	173,76	174,27	180,78	121,80	113,42	134,00	109,88	102,09	
7340	0,0000	0,0000	0,0000	15,9542	53,4960	18,4452	50,3942	117,5745	78,3576	41,2129	57,3623	53,9758	83,3256	68,1290	100,6216	106,5945	82,3130	131,9063	115,9583	88,5763	149,3255	18,0000	18,0000	70,3664	132,5099	71,4703	93,8612	173,2685	108,6473	104,1847	190,6634	123,6347	108,4840	198,9532	132,0750	2,4400	24,6519	12,3259	52,4677	139,8721	90,4360	65,6360	182,2217	119,3615	82,5841	204,7781	146,3726	91,8934	215,9662	159,3947	15,7300	24,8319	20,4160	26,0619	141,9346	95,0478	43,3934	169,5414	135,8483	51,2094	186,6727	148,9061	55,6592	196,0310	153,7939	20,0000	24,9271	20,4636	9,2378	126,3354	105,7937	16,4343	151,2250	127,9881	20,0678	172,1906	142,7132	22,3118	180,6580	152,2351	23,9500	24,9831	12,4916	1,00	1,00	1,00	1,00	1,00	111,97	130,03	123,30	131,37	100,88	113,50	134,05	108,97	101,12	
7770	0,0000	0,0000	0,0000	15,6668	53,3674	19,0541	49,3268	117,9508	78,8676	40,7228	57,5714	54,6897	79,5813	69,6216	103,7819	100,3897	84,4550	136,4674	108,6707	90,8585	154,3772	18,0000	18,0000	69,2177	133,0101	72,0151	91,9585	174,8400	108,4640	101,9621	192,6864	123,1342	106,1043	201,2093	131,4196	3,4200	24,6751	12,3376	51,1718	140,3126	90,8640	63,8360	183,0302	119,4719	80,4649	205,9731	146,3556	89,6174	217,3576	159,3183	16,0100	24,8319	20,4160	24,7289	142,1921	95,3401	41,4583	170,1143	136,1773	49,0085	187,3697	149,2281	53,3324	196,7885	154,1128	20,0000	24,9424	20,4712	7,9723	126,5088	106,0689	14,9127	151,6221	128,0922	18,3414	172,7284	142,6648	20,4919	181,2865	152,1268	24,1600	24,9879	12,4939	1,00	1,00	1,00	1,00	1,00	112,74	128,02	119,51	126,32	99,79	113,65	134,08	109,06	101,04	
8200	0,0000	0,0000	0,0000	22,0418	49,9515	21,8062	61,8664	112,8857	79,5534	47,0620	52,8621	57,5950	86,3476	62,1715	106,9420	108,2317	75,6958	139,4919	117,0156	81,6970	157,3008	18,0000	18,0000	83,3234	125,4488	72,4024	109,9943	166,3325	107,2234	121,6798	183,7066	121,2002	126,6183	192,1298	129,1439	3,8400	24,6864	12,3432	65,9865	135,3797	90,7067	82,8778	177,6710	117,7186	101,6161	199,8280	143,8633	111,8133	210,7121	156,4709	16,1500	24,8400	20,4200	39,8569	140,2510	94,7431	59,2029	167,7981	134,6683	68,4746	184,6442	147,1306	73,7528	193,7299	151,6976	20,0000	24,9516	20,4758	21,4118	126,8867	105,8343	30,8689	152,0054	126,8926	36,4535	173,2110	140,6298	39,4493	181,8764	149,7583	24,3000	24,9900	12,4950	1,00	1,00	1,00	1,00	1,00	114,37	129,12	120,23	126,92	100,29	113,72	134,09	109,00	100,95	
8630	0,0000	0,0000	0,0000	27,4723	43,4965	28,4575	72,0622	97,8155	91,2480	50,4779	41,4067	65,6287	89,1133	41,4086	116,3481	111,8675	49,3599	150,1171	120,9397	52,8742	168,4384	18,0000	18,0000	95,4308	107,5309	85,8726	125,4206	142,9439	123,8443	138,5602	157,9784	139,1765	144,1450	165,3256	147,7362	4,0500	24,6975	12,3488	78,5650	119,0352	103,6895	99,4779	157,4799	133,4916	119,5082	175,7783	161,5906	130,3428	184,6377	175,2112	16,2900	24,8400	20,4200	53,1601	127,3495	106,5600	73,3349	150,3830	148,8633	83,9450	165,2890	162,6582	90,0864	173,3739	167,9671	20,0000	24,9559	20,4779	32,4245	116,2582	115,9866	43,9091	138,7954	138,8781	51,4868	158,3466	154,0408	55,0679	166,0732	163,7808	23,9500	24,9919	12,4959	1,00	1,00	1,00	1,00	1,00	116,67	132,27	124,39	131,05	101,82	113,77	134,11	109,18	101,04	
9060	0,0000	0,0000	0,0000	19,1847	48,4332	27,2521	54,5019	107,2167	91,8946	43,0316	48,9808	63,9447	83,6481	52,4867	112,9666	106,5281	62,1934	146,1872	115,8080	66,1692	164,3091	18,0000	18,0000	75,5659	121,2932	86,6476	99,5602	159,9873	125,6650	110,1273	176,5223	141,4350	114,4964	184,4051	150,2221	4,1900	24,6975	12,3488	57,2922	128,7029	105,2328	71,4947	168,9510	136,5680	88,4753	189,3313	165,2368	97,8142	199,4068	179,1173	16,2200	24,8400	20,4200	30,8670	132,0659	108,8626	47,2044	156,5694	151,9880	55,1302	172,5666	166,3523	59,7701	181,4096	171,9684	20,0000	24,9600	20,4800	12,7357	116,9449	118,0524	20,4431	140,1492	141,8431	24,6744	160,0540	157,8266	27,0108	167,8588	167,8774	23,8800	24,9936	12,4968	1,00	1,00	1,00	1,00	1,00	119,08	135,26	128,37	135,05	103,38	113,84	134,10	109,29	101,03	
9490	0,0000	0,0000	0,0000	20,8124	48,3463	26,1912	59,4535	107,9659	88,1091	46,4330	49,3572	61,6579	91,1905	52,0896	106,9838	117,1352	61,4241	137,9848	128,6099	64,9942	154,8938	18,0000	18,0000	80,2811	121,8751	81,6192	106,3230	161,3062	118,5288	117,7173	178,1430	133,3766	122,5469	186,2002	141,7549	4,5400	24,7191	12,3596	62,9660	129,6417	100,9611	78,7814	170,5051	130,6860	97,2070	191,4417	158,0311	107,2444	201,7836	171,2104	16,5700	24,8400	20,4200	36,7620	133,1669	105,8295	54,9287	158,3095	147,8409	63,4771	174,5122	161,6055	68,3640	183,4311	166,8817	20,0000	24,9600	20,4800	19,0537	118,2616	116,1295	27,8047	141,7072	139,3151	32,7466	161,7761	154,8840	35,5207	169,6853	164,7401	23,6000	24,9936	12,4968	1,00	1,00	1,00	1,00	1,00	122,07	139,41	133,42	140,44	105,31	113,93	134,13	109,45	101,26	
9920	0,0000	0,0000	0,0000	20,5274	48,5164	26,1000	59,8682	106,3074	89,2962	46,8579	48,5375	61,0569	95,0498	49,8739	102,7797	123,3627	58,3583	131,8946	136,4153	61,3092	147,7453	17,8350	17,8350	80,4272	120,6450	82,8843	106,6568	159,6779	120,0821	118,1099	176,3727	135,0441	122,9967	184,3245	143,4896	5,3800	24,7296	12,3648	63,4401	127,5519	102,8332	79,4487	167,6256	133,5133	98,2248	187,8929	161,1223	108,4280	197,9261	174,4122	16,7800	24,8479	20,4240	37,3098	130,6395	108,3497	56,3474	154,4401	150,7546	65,1141	170,2215	164,8665	70,0617	178,9918	170,3314	20,0000	24,9600	20,4800	19,9565	115,2038	118,4705	28,8850	137,8255	142,3945	33,9048	157,3286	158,6423	36,7741	164,8800	168,7484	23,3900	24,9951	12,4976	1,00	1,00	1,00	1,00	1,00	123,82	141,98	136,97	145,25	106,30	114,06	134,15	109,33	101,37	
10360	0,0000	0,0000	0,0000	20,2275	48,9162	25,5828	59,0679	113,1588	82,5526	48,0997	52,8823	59,0893	99,3363	59,0581	96,5288	129,5178	70,6982	122,5070	143,8251	75,1867	136,8414	17,8800	17,8800	78,4533	128,0826	74,1359	103,9881	171,4453	106,7378	115,0970	189,9314	119,7226	119,8847	198,8117	127,2497	5,9400	24,7399	12,3700	62,0377	135,4876	94,3824	77,1087	178,5150	121,3073	95,9411	201,7433	146,4340	106,1522	213,2639	158,4507	16,8500	24,8479	20,4240	36,0560	137,5532	100,9738	55,0933	165,3992	140,8393	63,3878	182,6323	153,4596	67,9911	192,0418	158,1001	20,0000	24,9639	20,4820	20,1019	121,9767	113,0013	28,7772	146,7478	134,7946	33,3879	167,6363	149,3539	36,2689	176,0548	158,7463	23,4600	24,9951	12,4976	1,00	1,00	1,00	1,00	1,00	126,29	144,75	140,92	149,07	107,58	114,16	134,16	109,59	101,40	
10790	0,0000	0,0000	0,0000	18,5917	49,3981	25,9298	55,1562	115,1960	82,6696	46,4422	54,4924	59,3161	92,4155	65,5766	102,1027	118,0924	79,9661	131,3566	127,1322	86,9334	148,6850	17,8050	17,8050	73,9123	130,8577	74,1481	105,5356	149,5890	121,5417	111,9587	133,8986	140,1595	110,5862	122,3732	145,0380	23,3200	35,0625	17,5313	57,3053	137,6444	94,4643	71,2006	180,3435	122,5460	89,4345	203,3174	148,3540	99,3567	214,7250	160,7233	15,1000	24,6751	20,3375	31,2856	138,7039	101,1706	43,5307	167,5552	142,9570	49,0827	185,2400	156,4381	52,4548	194,9140	161,5737	20,0000	24,9516	20,4758	16,0004	122,5282	113,2892	23,4115	148,1675	134,5520	26,9687	169,5727	148,6610	29,4157	178,3256	157,8737	24,7200	24,9919	12,4959	1,00	1,00	1,00	1,00	1,00	39,28	131,33	131,92	134,11	101,67	83,75	133,99	112,20	101,51	
