STAMP;ROOT X;ROOT Y;ROOT Z;WRIST X;WRIST Y;WRIST Z;HAND X;HAND Y;HAND Z;THUMB1 X;THUMB1 Y;THUMB1 Z;THUMB2 X;THUMB2 Y;THUMB2 Z;THUMB3 X;THUMB3 Y;THUMB3 Z;THUMB4 X;THUMB4 Y;THUMB4 Z;THUMBFLEX1;THUMBFLEX2;INDEX1 X;INDEX1 Y;INDEX1 Z;INDEX2 X;INDEX2 Y;INDEX2 Z;INDEX3 X;INDEX3 Y;INDEX3 Z;INDEX4 X;INDEX4 Y;INDEX4 Z;INDEXFLEX1;INDEXFLEX2;INDEXFLEX3;MIDDLE1 X;MIDDLE1 Y;MIDDLE1 Z;MIDDLE2 X;MIDDLE2 Y;MIDDLE2 Z;MIDDLE3 X;MIDDLE3 Y;MIDDLE3 Z;MIDDLE4 X;MIDDLE4 Y;MIDDLE4 Z;MIDDLEFLEX1;MIDDLEFLEX2;MIDDLEFLEX3;RING1 X;RING1 Y;RING1 Z;RING2 X;RING2 Y;RING2 Z;RING3 X;RING3 Y;RING3 Z;RING4 X;RING4 Y;RING4 Z;RINGFLEX1;RINGFLEX2;RINGFLEX3;LITTLE1 X;LITTLE1 Y;LITTLE1 Z;LITTLE2 X;LITTLE2 Y;LITTLE2 Z;LITTLE3 X;LITTLE3 Y;LITTLE3 Z;LITTLE4 X;LITTLE4 Y;LITTLE4 Z;LITTLEFLEX1;LITTLEFLEX2;LITTLEFLEX3;PRESSURE1;PRESSURE2;PRESSURE3;PRESSURE4;PRESSURE5;DIST THUMB-INDEX;DIST THUMB-MIDDLE;DIST THUMB-RING;DIST THUMB-LITTLE;DIST PALM-THUMB;DIST PALM-INDEX;DIST PALM-MIDDLE;DIST PALM-RING;DIST PALM-LITTLE;Unnamed: 98;Seconds;Sample_Time
4750;0,0000;0,0000;0,0000;56,2044;-0,5085;-17,2427;135,8159;-23,6667;-62,0439;70,8950;-21,1524;-52,9265;87,5903;-34,5803;-112,9773;108,4879;-45,7901;-147,0206;116,7369;-51,8998;-165,0471;12,9750;12,9750;148,6456;-5,9764;-75,8939;193,2438;-20,6905;-113,1740;211,8857;-26,3277;-129,1260;221,0161;-30,4827;-136,7294;4,6300;23,8551;11,9276;160,7060;-27,8111;-65,3091;209,7708;-37,8577;-82,4910;239,4008;-49,6736;-105,0310;254,0153;-54,8511;-116,9057;15,1000;24,8400;20,4200;163,3020;-41,6095;-42,3822;195,6084;-66,4630;-75,0276;213,3249;-72,8409;-88,0858;222,6009;-74,3785;-94,6324;11,0400;22,0071;19,0035;151,0419;-61,6634;-32,9285;181,0700;-73,9044;-43,5264;205,1244;-81,6423;-49,1019;215,6973;-87,8069;-53,2977;21,7800;24,2944;12,1472;1,00;1,00;1,00;1,00;1,00;110,16;145,50;129,12;153,53;108,49;113,51;133,99;105,67;102,82;;4.75;2023-08-21 13:31:21.411926000
5180;0,0000;0,0000;0,0000;55,1111;4,0451;-20,0706;135,6739;-10,6471;-66,7078;71,1978;-15,6703;-55,6767;86,9807;-28,2867;-116,1480;107,6656;-37,5583;-150,8964;115,8483;-42,9903;-169,1681;13,0650;13,0650;145,8950;8,0618;-81,3659;192,2346;-1,4845;-118,1998;211,5511;-4,9521;-133,9668;221,1993;-8,0215;-141,4453;2,9500;23,9184;11,9592;160,7827;-11,8712;-70,6300;210,2436;-16,3353;-88,9915;240,5022;-25,0601;-112,0969;255,3281;-28,7377;-124,2647;15,2400;24,8479;20,4240;165,6488;-24,6204;-47,4668;200,4159;-45,8511;-80,1405;218,6221;-50,1669;-93,3679;227,9246;-50,6296;-100,0397;11,9500;22,0759;19,0380;156,1573;-45,7283;-37,1619;187,2077;-54,5267;-48,2197;211,8968;-59,4314;-54,2158;223,0492;-64,3793;-58,5207;21,9900;24,3111;12,1556;1,00;1,00;1,00;1,00;1,00;114,41;147,22;131,90;155,54;109,26;113,61;134,00;105,92;102,90;;5.18;2023-08-21 13:31:21.841926000
5610;0,0000;0,0000;0,0000;53,5191;3,3354;-24,1008;136,9590;2,7137;-67,8988;73,7714;-12,7481;-59,4047;89,6937;-19,9791;-120,7158;110,6612;-24,0189;-156,2861;119,1125;-27,1672;-174,9668;13,0050;13,0050;144,5622;23,1410;-81,8359;193,9349;26,1990;-115,7189;214,5138;28,3150;-130,0630;225,0982;28,1204;-136,8720;1,3200;24,7500;12,3750;162,0611;5,5875;-70,8880;212,3037;10,4095;-86,8801;244,6325;7,8258;-108,6441;260,4064;7,1751;-120,1391;16,4300;24,8631;20,4315;168,0956;-6,7544;-47,7798;209,9242;-16,1650;-77,5917;229,9619;-14,3643;-88,5589;239,7617;-11,6726;-93,8481;18,8800;23,7004;19,8502;161,7461;-29,3335;-38,2055;194,3224;-31,4625;-48,1056;219,7301;-31,0914;-52,9885;231,8411;-33,4960;-56,8517;24,1600;24,7191;12,3596;1,00;1,00;1,00;1,00;25,00;125,46;155,40;146,21;163,40;112,58;114,77;134,12;107,00;102,16;;5.61;2023-08-21 13:31:22.271926000
6040;0,0000;0,0000;0,0000;53,4502;3,5168;-24,2291;131,6210;-10,0058;-75,0968;68,0409;-16,5229;-60,2951;87,8311;-35,4276;-117,8791;110,7706;-48,5966;-149,8415;120,0439;-55,9483;-166,8788;12,9600;12,9600;140,4652;8,6502;-90,6876;154,0686;-33,5623;-131,0386;158,8414;-51,3281;-148,2239;160,6378;-61,2393;-155,7720;47,1900;21,5404;10,7702;156,4914;-10,6381;-80,4244;164,4249;-53,2961;-110,7681;157,9291;-83,0651;-135,2047;154,5617;-97,3055;-148,1373;50,0000;24,8556;20,4278;163,0185;-22,7482;-57,3272;160,0097;-62,4854;-91,0750;143,6080;-76,3210;-99,1125;132,8713;-79,8647;-100,9630;34,2500;34,9076;9,4538;154,7231;-43,8762;-46,0752;158,7538;-72,4890;-64,2094;154,1362;-94,1975;-77,5121;146,6425;-103,6256;-82,2387;37,5800;0,2991;0,1496;1,00;1,00;1,00;1,00;1,00;42,42;57,04;71,28;100,72;103,29;99,88;116,11;74,50;95,09;;6.04;2023-08-21 13:31:22.701926000
6470;0,0000;0,0000;0,0000;52,8376;3,3518;-25,6342;128,5306;-13,5829;-79,2496;65,5117;-18,3260;-61,5060;78,7253;-39,0078;-120,3881;97,4993;-53,0602;-154,6401;104,5933;-60,8642;-172,5163;13,7850;13,7850;137,0202;4,3071;-95,9216;175,9942;-17,1047;-136,1916;191,8066;-26,1547;-153,5841;199,4659;-32,0470;-161,6602;12,4000;22,2775;11,1388;153,1463;-14,8905;-85,6054;197,3627;-27,7230;-111,8105;221,2899;-42,7933;-138,7843;232,8752;-49,7096;-152,9177;5,6500;24,4816;20,2408;160,4584;-26,2450;-62,3429;185,8264;-52,7588;-99,5383;198,7195;-61,1529;-116,5361;205,1192;-64,0625;-125,5906;3,9000;16,0000;16,0000;152,2867;-46,7810;-49,9327;179,4999;-58,0682;-67,1698;201,0381;-66,0370;-79,1232;209,7364;-72,6306;-86,0827;15,3400;20,5900;10,2950;1,00;1,00;1,00;1,00;1,00;99,75;130,25;110,99;136,62;107,27;110,29;132,74;102,77;100,64;;6.47;2023-08-21 13:31:23.131926000
6910;0,0000;0,0000;0,0000;52,8154;2,8519;-25,7061;128,7345;-14,1844;-78,9264;65,6729;-18,9731;-61,4095;75,3400;-38,3864;-121,3849;91,8558;-51,4168;-157,1579;97,7603;-58,7127;-175,6640;14,1450;14,1450;137,2488;3,6353;-95,6508;177,2113;-15,1727;-136,2286;193,5407;-23,0051;-153,7248;201,5416;-28,2834;-161,8890;10,0200;22,6591;11,3295;153,3714;-15,4705;-85,1779;198,8493;-25,9771;-110,2064;224,2656;-39,5198;-136,6081;236,6066;-45,6620;-150,4494;8,6600;24,6519;20,3260;160,6150;-26,6892;-61,8360;187,9378;-52,1030;-98,3906;202,2264;-59,4006;-114,7593;209,4368;-61,6258;-123,3847;6,2800;18,1879;17,0940;152,4408;-47,1750;-49,3577;180,6935;-57,7534;-65,3064;203,3529;-64,5714;-75,7951;212,9643;-70,5682;-82,0516;17,6500;22,4400;11,2200;1,00;1,00;1,00;1,00;1,00;109,02;141,72;123,34;148,92;110,91;111,28;133,20;103,63;101,41;;6.91;2023-08-21 13:31:23.561926000
7340;0,0000;0,0000;0,0000;52,7869;3,4570;-25,6813;128,5981;-13,2035;-79,1626;65,6206;-18,2820;-61,4420;74,4386;-37,2903;-121,6729;90,3971;-49,9703;-157,8195;96,0434;-57,1198;-176,4612;14,2500;14,2500;136,9782;4,6652;-95,8997;177,2931;-13,0296;-136,6234;193,8213;-20,3233;-154,1632;201,9611;-25,3245;-162,3632;9,1100;22,8684;11,4342;153,2178;-14,3766;-85,4962;198,9014;-24,1097;-110,4554;224,5922;-37,1334;-136,8485;237,0683;-43,0131;-150,6809;9,3600;24,6975;20,3487;160,5873;-25,5809;-62,1889;188,4102;-50,7117;-98,5565;203,0315;-57,7140;-114,7574;210,4273;-59,7557;-123,2694;6,8400;18,7500;17,3750;152,5449;-46,1108;-49,7008;180,9887;-56,3365;-65,5347;203,8407;-62,7665;-75,8445;213,6241;-68,5697;-82,0147;18,2100;22,7799;11,3899;1,00;1,00;1,00;1,00;1,00;111,48;144,05;126,17;151,25;111,60;111,59;133,30;103,96;101,50;;7.34;2023-08-21 13:31:23.991926000
7770;0,0000;0,0000;0,0000;52,7509;3,7954;-25,7034;128,3151;-12,9650;-79,4967;65,4177;-17,9981;-61,4887;73,5669;-36,7926;-121,8786;89,1255;-49,3229;-158,2496;94,5669;-56,4003;-176,9788;14,2500;14,2500;136,6258;4,8766;-96,2961;176,8584;-12,2830;-137,3262;193,3699;-19,3217;-154,9845;201,5214;-24,1926;-163,2503;8,6200;22,9551;11,4775;152,9052;-14,1549;-85,9382;198,6177;-23,6046;-110,9496;224,3643;-36,4440;-137,3769;236,8666;-42,2305;-151,2241;9,7800;24,7191;20,3596;160,3749;-25,3279;-62,6488;188,2984;-50,3611;-99,0042;203,0674;-57,1952;-115,1418;210,5556;-59,1244;-123,5985;7,1900;19,1919;17,5959;152,3821;-45,8367;-50,0959;180,8293;-56,0179;-65,9500;203,7124;-62,3618;-76,2423;213,5336;-68,1193;-82,3944;18,4200;22,9264;11,4632;1,00;1,00;1,00;1,00;1,00;112,54;145,30;127,71;152,44;111,93;111,80;133,36;104,11;101,55;;7.77;2023-08-21 13:31:24.421926000
8200;0,0000;0,0000;0,0000;52,7619;3,5308;-25,7164;128,4126;-13,5155;-79,2954;65,4901;-18,4643;-61,3554;73,6441;-37,4414;-121,6865;89,1902;-50,0578;-158,0323;94,6004;-57,1668;-176,7582;14,2800;14,2800;136,7434;4,2313;-96,1844;177,9088;-11,4252;-136,8876;194,8333;-17,8060;-154,4037;203,2237;-22,3502;-162,6162;6,8000;23,0400;11,5200;153,0125;-14,7348;-85,6921;198,8844;-24,0355;-110,4648;224,8195;-36,8302;-136,7280;237,4166;-42,5974;-150,4965;10,1300;24,7296;20,3648;160,4497;-25,7708;-62,3276;188,6006;-50,9118;-98,4312;203,5221;-57,7240;-114,4367;211,0968;-59,6285;-122,8215;7,4000;19,4304;17,7152;152,4440;-46,2091;-49,6692;180,9959;-56,3959;-65,3292;203,9630;-62,7022;-75,4552;213,8489;-68,4469;-81,5143;18,6300;23,0119;11,5059;1,00;1,00;2,00;1,00;1,00;114,94;145,94;128,40;153,03;112,02;112,33;133,41;104,20;101,60;;8.2;2023-08-21 13:31:24.861926000
8630;0,0000;0,0000;0,0000;52,7219;4,1525;-25,7015;128,0251;-12,6047;-79,8532;65,1992;-17,5751;-61,5909;72,9661;-36,0739;-122,1193;88,2762;-48,4232;-158,6551;93,5893;-55,4058;-177,4556;14,2800;14,2800;136,2941;5,2625;-96,6441;178,6445;-7,4725;-137,1476;196,1142;-12,5444;-154,5549;204,8321;-16,4366;-162,7605;3,8600;23,2576;11,6288;152,5845;-13,8204;-86,4017;198,3871;-22,7866;-111,4211;224,2636;-35,2602;-137,8941;236,8302;-40,8589;-151,7589;10,4100;24,7500;20,3750;160,1337;-25,0615;-63,1722;188,2148;-49,9100;-99,5295;203,1530;-56,5420;-115,5940;210,7445;-58,3414;-123,9864;7,6100;19,6176;17,8088;152,1600;-45,5860;-50,6353;180,6550;-55,6550;-66,4720;203,5962;-61,8681;-76,7114;213,4719;-67,5549;-82,8407;18,7700;23,0679;11,5339;1,00;1,00;1,00;1,00;1,00;118,78;146,25;128,81;153,20;112,00;113,08;133,44;104,32;101,63;;8.63;2023-08-21 13:31:25.291926000
9060;0,0000;0,0000;0,0000;52,5831;5,4587;-25,7396;130,5800;-2,9596;-77,9809;67,6586;-13,1147;-62,3937;78,3078;-27,0902;-123,6911;95,3232;-35,9583;-160,4818;101,5633;-41,3164;-179,5287;14,4300;14,4300;138,1877;16,4256;-93,3389;182,6442;9,4587;-132,9776;201,0022;6,8322;-150,0069;210,2495;4,1388;-158,1132;3,5100;23,3100;11,6550;155,3679;-2,1728;-83,6768;202,5229;-6,4043;-107,3975;230,1107;-15,3713;-133,5598;243,5125;-19,2030;-147,2418;10,6200;24,7599;20,3799;162,8801;-14,3434;-60,9087;193,8613;-34,9505;-97,5596;209,8208;-39,5092;-113,3615;217,8400;-40,2359;-121,5139;7,7500;19,8016;17,9008;155,8845;-36,0882;-49,9442;185,5241;-43,2653;-65,2445;209,1862;-47,2889;-74,9217;219,6452;-51,9062;-80,9816;18,8400;23,1504;11,5752;1,00;1,00;1,00;1,00;1,00;119,74;147,24;129,95;154,17;112,36;113,22;133,47;104,40;101,67;;9.06;2023-08-21 13:31:25.721926000
9490;0,0000;0,0000;0,0000;52,4491;5,8011;-25,9355;130,6576;-1,8211;-77,9798;67,9199;-12,9595;-62,3279;73,1493;-25,4339;-124,6418;86,8061;-32,8528;-163,1142;91,3309;-37,5710;-182,8038;14,5350;14,5350;137,9177;17,5025;-93,5810;183,9776;13,3623;-131,7569;203,1036;12,1418;-148,0848;212,8298;10,2070;-155,8393;0,5000;23,9184;11,9592;155,4333;-0,6403;-83,6594;203,1744;-2,6584;-106,4805;231,6448;-10,3182;-132,1062;245,4701;-13,5141;-145,5272;12,6500;24,7696;20,3848;163,1443;-12,3692;-60,7269;198,4099;-28,5761;-95,6750;216,1872;-30,4047;-110,0205;225,0450;-29,6231;-117,2471;14,2600;21,9024;18,9512;156,5464;-34,0973;-49,4873;186,9716;-39,8206;-63,8272;211,2131;-42,3942;-72,5126;222,2259;-46,3020;-78,0694;21,2900;24,0000;12,0000;1,00;1,00;1,00;1,00;1,00;133,31;160,40;149,13;167,87;117,53;113,84;133,72;105,94;101,80;;9.49;2023-08-21 13:31:26.151926000
