STAMP;ROOT X;ROOT Y;ROOT Z;WRIST X;WRIST Y;WRIST Z;HAND X;HAND Y;HAND Z;THUMB1 X;THUMB1 Y;THUMB1 Z;THUMB2 X;THUMB2 Y;THUMB2 Z;THUMB3 X;THUMB3 Y;THUMB3 Z;THUMB4 X;THUMB4 Y;THUMB4 Z;THUMBFLEX1;THUMBFLEX2;INDEX1 X;INDEX1 Y;INDEX1 Z;INDEX2 X;INDEX2 Y;INDEX2 Z;INDEX3 X;INDEX3 Y;INDEX3 Z;INDEX4 X;INDEX4 Y;INDEX4 Z;INDEXFLEX1;INDEXFLEX2;INDEXFLEX3;MIDDLE1 X;MIDDLE1 Y;MIDDLE1 Z;MIDDLE2 X;MIDDLE2 Y;MIDDLE2 Z;MIDDLE3 X;MIDDLE3 Y;MIDDLE3 Z;MIDDLE4 X;MIDDLE4 Y;MIDDLE4 Z;MIDDLEFLEX1;MIDDLEFLEX2;MIDDLEFLEX3;RING1 X;RING1 Y;RING1 Z;RING2 X;RING2 Y;RING2 Z;RING3 X;RING3 Y;RING3 Z;RING4 X;RING4 Y;RING4 Z;RINGFLEX1;RINGFLEX2;RINGFLEX3;LITTLE1 X;LITTLE1 Y;LITTLE1 Z;LITTLE2 X;LITTLE2 Y;LITTLE2 Z;LITTLE3 X;LITTLE3 Y;LITTLE3 Z;LITTLE4 X;LITTLE4 Y;LITTLE4 Z;LITTLEFLEX1;LITTLEFLEX2;LITTLEFLEX3;PRESSURE1;PRESSURE2;PRESSURE3;PRESSURE4;PRESSURE5;DIST THUMB-INDEX;DIST THUMB-MIDDLE;DIST THUMB-RING;DIST THUMB-LITTLE;DIST PALM-THUMB;DIST PALM-INDEX;DIST PALM-MIDDLE;DIST PALM-RING;DIST PALM-LITTLE;Unnamed: 98;Seconds;Sample_Time
4750;0,0000;0,0000;0,0000;34,3059;12,0167;-46,2478;80,6642;19,8784;-127,9787;31,2497;1,8251;-88,7230;10,3667;1,0317;-148,9949;6,4300;1,4896;-190,3160;4,9047;-0,6472;-210,9046;15,4200;15,4200;80,7607;42,3336;-140,8564;103,0807;50,5187;-195,9376;111,7746;53,9392;-219,3288;116,3231;54,1448;-231,0709;0,1500;22,3104;11,1552;100,3038;23,7598;-143,7032;133,1936;30,2849;-184,7173;147,3083;30,1892;-221,1588;153,7088;30,8193;-239,6097;13,9100;24,4816;20,2408;117,1100;8,2653;-129,5254;133,2636;-0,6181;-178,4147;143,3928;1,0270;-198,9163;148,5368;3,6087;-208,8298;13,2100;23,3616;19,6808;115,5769;-15,6414;-121,2406;135,4596;-15,8972;-148,9838;152,6472;-14,7694;-168,3125;159,5894;-16,5849;-179,0865;21,1500;23,9391;11,9696;1,00;1,00;1,00;1,00;1,00;125,79;154,78;143,71;158,73;114,18;114,34;133,85;106,81;100,85;;4.75;2023-08-21 13:31:27.441926000
5180;0,0000;0,0000;0,0000;34,5625;14,8786;-45,2082;82,4118;29,7339;-125,0798;32,2680;8,4576;-88,4587;13,6704;11,7135;-149,3886;11,3689;14,8196;-190,7163;10,4324;14,1058;-211,4369;15,3150;15,3150;82,7737;53,2293;-135,9349;106,0934;66,7528;-189,5256;115,2338;72,4729;-212,2871;120,0170;73,8487;-223,8550;0,3400;22,4079;11,2039;102,3390;34,9199;-140,0454;136,0586;45,0585;-179,6221;150,9328;48,2436;-215,6170;157,7227;50,5376;-233,7936;14,1200;24,5239;20,2619;118,8616;18,1942;-126,9803;135,8980;13,3884;-176,1364;146,3660;16,6735;-196,2656;151,6682;20,0330;-205,8567;13,0700;23,2044;19,6022;117,1452;-6,3403;-120,8525;137,7268;-4,3672;-148,0082;155,4067;-1,6967;-166,7294;162,6236;-2,6341;-177,4340;21,2200;23,9596;11,9798;1,00;1,00;1,00;1,00;1,00;125,43;153,37;141,47;156,84;113,50;114,53;133,88;106,84;101,11;;5.18;2023-08-21 13:31:27.871926000
5610;0,0000;0,0000;0,0000;34,6365;11,4379;-46,1403;82,7232;21,3308;-126,6313;32,0647;3,1695;-89,0584;18,2870;1,8297;-151,3237;19,6116;1,0424;-192,8015;20,1701;-1,5231;-213,3880;14,7750;14,7750;83,7422;44,2988;-138,5213;106,9802;53,7030;-193,0183;116,0074;57,5876;-216,2072;120,6576;58,0019;-227,9024;0,7100;22,0759;11,0379;102,7593;25,2652;-141,8291;136,7005;32,6985;-181,8121;151,6223;33,8960;-217,9064;158,4593;35,2089;-236,1617;14,1900;24,5511;20,2756;118,8179;8,6651;-128,0470;135,2916;1,0602;-177,0391;145,4204;2,8356;-197,5273;150,5531;5,4083;-207,4477;12,7200;22,2111;19,1056;116,4048;-15,5114;-120,8320;137,1063;-15,5327;-147,9664;154,9069;-14,3447;-166,7247;162,1195;-16,0382;-177,3382;21,1500;23,9596;11,9798;1,00;1,00;1,00;1,00;1,00;117,69;144,89;130,70;147,17;109,37;114,19;133,89;106,70;101,35;;5.61;2023-08-21 13:31:28.301926000
6040;0,0000;0,0000;0,0000;34,3276;12,2925;-46,1499;81,3108;22,7287;-127,2197;31,1814;4,2892;-89,0792;13,1936;4,6474;-150,2735;11,4587;5,3439;-191,7370;10,4271;3,5778;-212,3887;15,1200;15,1200;82,1502;45,7707;-138,9788;104,9891;57,0166;-193,2940;113,9024;61,7557;-216,3672;118,5255;62,6228;-228,0481;0,6900;22,3104;11,1552;101,1357;26,7754;-142,6623;134,6392;34,6794;-182,9218;149,1879;36,2635;-219,1525;155,8359;37,7712;-237,4620;14,4700;24,5644;20,2822;117,3925;10,1045;-129,2028;133,7218;3,0013;-178,3174;143,8820;5,1036;-198,7586;149,0484;7,8577;-208,6123;13,2800;22,6284;19,3142;115,0968;-14,1181;-122,1068;135,5541;-13,8649;-149,4239;153,2087;-12,4522;-168,3034;160,3551;-14,0219;-178,9802;21,4300;24,0591;12,0295;1,00;1,00;1,00;1,00;1,00;124,16;151,46;138,74;154,61;112,45;114,64;133,92;106,93;101,38;;6.04;2023-08-21 13:31:28.741926000
6470;0,0000;0,0000;0,0000;33,9439;13,5139;-46,0922;79,3840;24,3638;-127,9831;30,1081;5,4777;-88,9592;9,9332;6,2011;-149,4644;6,6125;7,3537;-190,8209;4,8244;5,8125;-211,4390;15,2550;15,2550;79,8067;47,4111;-139,7542;101,6373;59,1562;-194,3774;110,1529;64,1429;-217,5484;114,5996;65,1476;-229,2867;0,9700;22,4400;11,2200;98,8942;28,5872;-143,7752;131,6617;36,8846;-184,5579;145,6060;38,6671;-221,0163;151,9416;40,2679;-239,4284;14,6100;24,5644;20,2822;115,5371;12,0650;-130,6073;130,9540;4,9327;-180,0116;140,7097;7,0647;-200,6459;145,6710;9,8385;-210,5990;13,0700;22,6896;19,3448;113,5862;-12,1765;-123,4728;133,6223;-11,7580;-151,0982;150,9839;-10,1885;-170,2353;157,9910;-11,6941;-181,0132;21,5000;24,0975;12,0487;1,00;1,00;1,00;1,00;1,00;126,05;153,67;140,91;157,14;113,44;114,74;133,93;106,91;101,45;;6.47;2023-08-21 13:31:29.171926000
6910;0,0000;0,0000;0,0000;33,5934;13,2217;-46,4310;77,2986;21,7399;-129,5309;28,8387;4,0219;-88,9698;7,0985;3,3806;-148,9301;2,5174;3,6820;-190,1802;0,0717;1,7324;-210,6955;15,5400;15,5400;77,5010;44,4550;-141,9355;98,2422;54,8756;-197,2465;106,3180;59,3335;-220,6807;110,5480;60,0788;-232,5177;1,1800;22,5351;11,2676;96,4744;25,4929;-145,8421;128,3791;32,6091;-187,5210;141,5539;33,3733;-224,2989;147,5035;34,4624;-242,8760;14,6100;24,5775;20,2887;113,3714;9,3068;-132,5818;127,8003;0,9034;-182,0836;137,1707;2,5219;-202,9413;141,9530;5,0521;-213,0455;13,2100;22,7799;19,3899;111,5412;-14,7261;-124,7458;131,1077;-15,1105;-152,7056;148,1541;-14,0910;-172,1599;154,9867;-15,9010;-183,0025;21,6400;24,1351;12,0675;1,00;1,00;1,00;1,00;1,00;126,83;154,41;141,94;158,36;113,81;114,81;133,93;106,93;101,55;;6.91;2023-08-21 13:31:29.601926000
7340;0,0000;0,0000;0,0000;32,7067;12,8443;-47,1628;74,8215;21,0415;-131,1099;27,0238;3,7226;-89,6036;4,4871;3,3040;-149,2697;-0,7425;3,6900;-190,4411;-3,5644;1,8003;-210,9133;15,7050;15,7050;74,9795;43,7636;-143,5011;94,6496;54,3593;-199,1676;102,2798;58,9069;-222,7330;106,2760;59,6992;-234,6477;1,3900;22,5664;11,2832;93,7010;24,6369;-147,7971;124,8910;31,6003;-190,0376;137,3998;32,3558;-227,0468;143,0203;33,4474;-245,7256;14,7500;24,5904;20,2952;110,7133;8,2903;-134,8869;124,1320;-0,1653;-184,6620;133,1609;1,4397;-205,6705;137,8020;3,9692;-215,8402;13,2800;22,9264;19,4632;108,8253;-15,7314;-127,0316;127,9413;-16,2697;-155,2980;144,6991;-15,3705;-175,0066;151,3578;-17,2234;-185,9494;21,7800;24,1900;12,0950;1,00;1,00;1,00;1,00;1,00;126,41;153,95;141,47;158,07;113,50;114,91;133,95;106,95;101,63;;7.34;2023-08-21 13:31:30.031926000
7770;0,0000;0,0000;0,0000;32,3207;13,0648;-47,3666;73,1647;19,8670;-132,0609;26,2588;2,7345;-89,4758;4,5649;-0,2515;-149,3793;-0,1210;-1,5139;-190,5978;-2,7105;-4,1929;-211,0122;15,7500;15,7500;72,7224;42,2570;-145,0350;91,6914;51,7579;-201,1395;99,0383;55,8507;-224,8772;102,9233;56,4218;-236,8410;1,5300;22,6284;11,3142;91,7506;23,3828;-149,0904;122,2436;29,8320;-191,9162;134,2541;29,8661;-229,0969;139,6112;30,5816;-247,8707;14,7500;24,6031;20,3015;109,2422;7,7033;-135,9955;122,3301;-1,5012;-185,7249;131,1499;-0,1088;-206,8366;135,6626;2,3306;-217,0856;13,6300;23,0679;19,5340;107,9206;-16,1365;-127,4983;126,7928;-17,0011;-155,9192;143,3629;-16,2498;-175,7914;149,9705;-18,2362;-186,7415;21,9900;24,2256;12,1128;1,00;1,00;1,00;1,00;2,00;124,50;151,07;138,66;155,23;112,11;114,89;133,95;106,97;101,69;;7.77;2023-08-21 13:31:30.461926000
8200;0,0000;0,0000;0,0000;31,9027;13,3774;-47,5622;68,0109;16,8093;-134,5798;22,8760;2,7408;-89,0596;7,0395;-5,8905;-150,2370;7,0917;-12,3467;-191,2349;6,4020;-17,3880;-211,3530;14,5800;14,5800;67,9354;38,9955;-147,9064;83,8470;45,5324;-205,3687;90,0357;48,5764;-229,5893;93,2903;48,6529;-241,7529;0,5500;23,1231;11,5616;85,7216;19,1134;-152,7133;114,0424;23,4970;-197,2574;123,9347;22,4644;-235,0428;128,2584;22,6755;-254,0934;14,9600;24,6031;20,3015;103,1398;2,7572;-140,3699;113,0094;-7,0176;-190,7293;120,7532;-5,9996;-212,2799;124,8387;-3,7481;-222,7487;14,4000;23,2044;19,6022;101,1218;-20,8536;-131,3841;118,3144;-23,0781;-160,7800;133,7779;-23,4391;-181,5356;139,6682;-25,9073;-192,7926;22,1300;24,2604;12,1302;1,00;1,00;1,00;1,00;1,00;113,29;135,21;119,76;134,82;104,21;114,63;133,97;106,89;101,73;;8.2;2023-08-21 13:31:30.901926000
8630;0,0000;0,0000;0,0000;29,4750;11,8241;-49,4981;62,9144;11,9100;-137,6388;19,9944;-1,9343;-89,9621;3,3343;-15,1694;-150,0865;3,3179;-24,3084;-190,5695;2,7128;-30,7025;-210,3013;13,8600;13,8600;61,1053;33,1648;-152,2932;71,5401;32,6243;-211,3557;75,1447;32,2842;-236,2765;77,1095;30,5919;-248,5979;4,8400;22,0759;11,0379;79,9471;14,1214;-156,4204;106,6232;17,2147;-202,0721;115,4507;14,2935;-240,0206;119,1977;13,5136;-259,1776;14,7500;24,6279;20,3139;98,6718;-0,3482;-143,6438;105,9712;-13,5349;-193,6604;112,3361;-13,8456;-215,6781;115,6608;-12,2336;-226,5269;12,3700;23,1775;19,5888;98,3618;-23,4218;-133,1674;114,6845;-26,7473;-162,9512;129,4141;-27,7477;-184,2122;135,0298;-30,7002;-195,4925;21,5700;24,1164;12,0582;1,00;1,00;1,00;1,00;1,00;103,72;133,84;115,59;133,14;103,54;113,41;133,95;106,14;101,80;;8.63;2023-08-21 13:31:31.321926000
9060;0,0000;0,0000;0,0000;30,4294;12,4119;-48,7701;66,2836;15,5377;-135,8986;21,8812;0,4283;-89,9983;5,9041;-10,4419;-150,7774;6,3430;-18,1206;-191,5594;5,8807;-23,7613;-211,5231;13,8600;13,8600;65,1697;37,3868;-149,7239;80,9111;43,9230;-207,2295;86,9311;46,8209;-231,5091;90,1479;46,8031;-243,6823;1,1100;22,7799;11,3899;83,8560;18,2485;-154,1082;112,0069;23,0811;-198,7102;122,0142;21,7806;-236,4548;126,3661;21,8279;-255,4990;15,1700;24,6400;20,3200;102,0216;3,0039;-141,4271;111,7420;-8,1460;-191,5262;119,1351;-7,6346;-213,2162;122,9602;-5,6312;-223,8321;13,4200;22,9836;19,4918;101,1078;-20,4636;-131,9056;118,4585;-22,7373;-161,2025;133,9541;-23,0017;-181,9337;139,9621;-25,5327;-193,1136;21,9900;24,1900;12,0950;1,00;1,00;1,00;1,00;1,00;114,52;136,12;119,11;135,35;104,46;114,74;133,99;106,74;101,93;;9.06;2023-08-21 13:31:31.751926000
9490;0,0000;0,0000;0,0000;30,6621;13,4618;-48,3428;65,7984;17,9159;-135,7038;21,4416;2,7584;-89,7770;3,4917;-5,6879;-150,3892;1,5996;-11,4293;-191,4468;-0,1372;-16,0505;-211,6010;15,4200;15,4200;65,1162;40,1330;-148,9580;80,6364;48,4546;-206,2919;86,5813;52,1403;-230,4825;89,7311;52,5196;-242,6670;1,7400;22,8391;11,4195;83,2693;20,6491;-154,0070;111,1962;26,0117;-198,6879;120,8916;25,5054;-236,5321;125,1052;25,9714;-255,6014;15,3100;24,6519;20,3260;101,1543;4,6319;-141,8930;110,3446;-5,5045;-192,3056;117,6347;-4,6333;-214,0184;121,4513;-2,4598;-224,6037;13,5600;22,9836;19,4918;99,7298;-19,0411;-132,9625;116,9320;-20,9993;-162,3689;132,3686;-21,1020;-183,1449;138,2950;-23,4869;-194,4000;22,2000;24,2431;12,1215;1,00;1,00;1,00;1,00;1,00;117,23;139,24;123,03;139,69;106,12;114,94;134,01;106,84;102,05;;9.49;2023-08-21 13:31:32.191926000
9920;0,0000;0,0000;0,0000;30,6053;13,2850;-48,4276;65,0046;16,4335;-136,1381;21,0329;1,9734;-89,6198;0,9653;-6,5585;-149,5521;-2,6356;-12,1549;-190,5153;-5,2879;-16,6566;-210,5968;15,8400;15,8400;64,2160;38,4524;-149,7133;78,9889;46,1367;-207,3328;84,6257;49,5630;-231,6351;87,6240;49,8143;-243,8611;1,7400;22,8684;11,4342;82,3211;18,8892;-154,6263;109,8715;23,5800;-199,6156;119,2472;22,5105;-237,5285;123,2999;22,6928;-256,6375;15,3100;24,6519;20,3260;100,3037;3,0463;-142,4280;109,1191;-7,8936;-192,7394;116,2635;-7,3547;-214,5115;120,0128;-5,3403;-225,1521;13,5600;23,0400;19,5200;98,9488;-20,4915;-133,1365;116,0509;-22,9687;-162,5621;131,4260;-23,4267;-183,3789;137,3242;-26,0035;-194,6064;22,2700;24,2775;12,1388;1,00;1,00;1,00;1,00;1,00;118,99;142,14;126,65;143,81;107,61;115,02;134,01;106,88;102,22;;9.92;2023-08-21 13:31:32.621926000
