STAMP	ROOT X	ROOT Y	ROOT Z	WRIST X	WRIST Y	WRIST Z	HAND X	HAND Y	HAND Z	THUMB1 X	THUMB1 Y	THUMB1 Z	THUMB2 X	THUMB2 Y	THUMB2 Z	THUMB3 X	THUMB3 Y	THUMB3 Z	THUMB4 X	THUMB4 Y	THUMB4 Z	THUMBFLEX1	THUMBFLEX2	INDEX1 X	INDEX1 Y	INDEX1 Z	INDEX2 X	INDEX2 Y	INDEX2 Z	INDEX3 X	INDEX3 Y	INDEX3 Z	INDEX4 X	INDEX4 Y	INDEX4 Z	INDEXFLEX1	INDEXFLEX2	INDEXFLEX3	MIDDLE1 X	MIDDLE1 Y	MIDDLE1 Z	MIDDLE2 X	MIDDLE2 Y	MIDDLE2 Z	MIDDLE3 X	MIDDLE3 Y	MIDDLE3 Z	MIDDLE4 X	MIDDLE4 Y	MIDDLE4 Z	MIDDLEFLEX1	MIDDLEFLEX2	MIDDLEFLEX3	RING1 X	RING1 Y	RING1 Z	RING2 X	RING2 Y	RING2 Z	RING3 X	RING3 Y	RING3 Z	RING4 X	RING4 Y	RING4 Z	RINGFLEX1	RINGFLEX2	RINGFLEX3	LITTLE1 X	LITTLE1 Y	LITTLE1 Z	LITTLE2 X	LITTLE2 Y	LITTLE2 Z	LITTLE3 X	LITTLE3 Y	LITTLE3 Z	LITTLE4 X	LITTLE4 Y	LITTLE4 Z	LITTLEFLEX1	LITTLEFLEX2	LITTLEFLEX3	PRESSURE1	PRESSURE2	PRESSURE3	PRESSURE4	PRESSURE5	DIST THUMB-INDEX	DIST THUMB-MIDDLE	DIST THUMB-RING	DIST THUMB-LITTLE	DIST PALM-THUMB	DIST PALM-INDEX	DIST PALM-MIDDLE	DIST PALM-RING	DIST PALM-LITTLE	
4740	0,0000	0,0000	0,0000	19,2200	18,6506	-56,3072	24,7826	14,9442	-156,0313	-3,0781	2,2285	-93,5550	-37,8971	-2,3530	-151,3390	-51,6330	-4,9404	-193,0609	-49,1380	-13,3443	-213,2393	16,4550	16,4550	17,8884	36,7962	-171,1259	1,9658	19,7175	-230,2756	-12,6151	0,5666	-241,8288	-19,5269	-10,8542	-241,8111	19,4700	19,6224	9,8112	35,9412	16,5193	-180,5492	36,3843	1,1915	-234,5692	16,7629	-23,7839	-261,1620	4,3283	-36,7787	-271,4335	6,2500	3,1911	9,5955	59,2088	1,8421	-173,0559	50,7408	-23,3989	-221,6211	37,0035	-39,7114	-233,2728	27,7517	-47,2296	-235,6232	4,3900	27,1284	5,5642	62,6555	-22,1322	-161,4251	60,9619	-37,2910	-194,2336	60,0838	-49,1401	-218,9711	57,0886	-57,5259	-229,4107	0,2700	17,5471	8,7736	1,00	1,00	1,00	1,00	1,00	41,22	82,43	86,96	116,18	97,66	99,94	128,11	101,04	108,07	
5170	0,0000	0,0000	0,0000	17,6237	17,6154	-53,5093	20,3467	10,2165	-147,7979	-4,1715	0,2505	-87,4809	-42,7019	-4,1934	-138,4055	-60,0420	-6,4897	-176,2094	-66,2560	-11,2480	-195,5100	16,8750	16,8750	13,0648	30,1719	-162,7471	4,7837	25,5420	-222,1950	0,4392	23,3258	-246,9951	-1,5067	20,6724	-259,1968	3,3700	21,6876	10,8438	30,2385	10,9015	-171,3396	38,9308	7,8974	-223,6975	32,9209	-1,0913	-261,3921	28,9373	-5,1829	-280,1495	11,8100	22,3431	19,1716	52,6941	-2,3168	-164,2985	49,2895	-22,9247	-212,3887	49,2962	-27,4661	-234,9418	49,0311	-28,2135	-246,4173	13,4900	19,4304	17,7152	56,6592	-24,4712	-152,4481	56,9918	-33,4050	-185,5121	59,9733	-38,7003	-210,7708	59,5746	-43,7085	-222,7496	12,1900	24,1164	12,0582	1,00	1,00	1,00	1,00	1,00	96,27	127,52	127,16	132,77	101,18	114,00	133,52	109,66	100,32	
5600	0,0000	0,0000	0,0000	18,0559	16,9722	-53,4566	22,7066	14,2035	-147,7495	-3,6948	2,4901	-88,6831	-42,7954	6,4469	-139,0663	-60,7219	9,6594	-176,4454	-67,7967	7,7282	-195,8989	17,2050	17,2050	16,7984	35,1912	-161,7824	11,6389	36,5211	-221,6381	9,0278	37,4465	-246,7155	7,9634	36,4916	-259,2491	0,3600	23,3871	11,6936	33,1741	15,5681	-170,9607	45,1798	17,8453	-222,5989	41,8156	13,8002	-261,3883	39,2992	12,3295	-280,7423	15,9400	23,4124	19,7062	54,7313	0,9190	-164,1315	53,1137	-16,0318	-213,6205	55,0154	-18,0693	-236,4153	55,9932	-17,3472	-247,8330	15,5200	22,5351	19,2675	57,3007	-21,9349	-153,3726	60,2006	-30,5700	-186,3267	65,2977	-35,5838	-211,2546	65,9056	-40,3939	-223,2804	12,4700	24,5100	12,2550	1,00	1,00	1,00	1,00	1,00	102,86	136,71	136,56	144,71	102,72	114,66	134,04	110,09	102,72	
6040	0,0000	0,0000	0,0000	17,4158	16,5427	-53,7947	23,8619	16,2222	-148,0106	-3,4732	2,6758	-89,7756	-41,2804	5,9700	-141,1737	-58,2185	8,9193	-179,0269	-64,8646	7,0044	-198,6299	17,1300	17,1300	17,9341	37,4769	-161,6213	13,5848	41,9339	-221,3829	11,2484	44,0793	-246,4095	10,3227	43,7180	-258,9837	0,7600	23,1504	11,5752	34,7401	18,3101	-170,9745	48,0697	22,6242	-222,1493	45,8291	19,9704	-261,1347	43,8744	19,1897	-280,5911	16,7100	23,4871	19,7435	56,3596	3,7771	-164,1070	53,5670	-16,2388	-212,3772	52,2325	-22,3136	-234,4805	50,8696	-24,2289	-245,7182	9,9900	13,0975	14,5487	59,0362	-19,3035	-153,8785	60,7906	-35,2593	-184,0613	65,0077	-45,9190	-207,3194	65,1622	-53,3614	-217,9342	1,1800	24,4375	12,2188	1,00	1,00	1,00	1,00	1,00	103,17	136,71	128,79	144,65	102,57	115,13	134,12	109,14	106,94	
6470	0,0000	0,0000	0,0000	17,3059	16,5834	-53,8559	22,9355	16,7922	-148,1805	-4,1842	3,3899	-89,7676	-39,0659	5,8155	-143,2861	-53,7189	7,8414	-182,1666	-59,4762	5,5499	-202,0219	16,9050	16,9050	17,3232	38,2708	-161,6012	12,5684	43,8727	-221,2712	10,0238	46,4498	-246,2518	8,9523	46,2852	-258,8261	1,2500	22,9836	11,4918	33,6623	18,8200	-171,2376	45,1086	21,1102	-223,0278	41,1250	17,0780	-261,7784	38,2701	15,5920	-281,0937	13,8400	23,1231	19,5616	55,0512	3,7926	-164,6552	52,0805	-16,5741	-212,8014	47,3126	-25,8752	-233,2618	43,3619	-30,0356	-243,2141	9,7800	0,9900	8,4950	57,3448	-19,4226	-154,6025	57,2227	-32,5614	-186,1844	59,9470	-41,2253	-210,4879	59,2973	-47,7023	-221,7091	1,4100	24,1536	12,0768	1,00	1,00	1,00	1,00	1,00	97,82	126,13	116,36	131,65	99,08	115,36	133,80	107,90	104,35	
6900	0,0000	0,0000	0,0000	17,2447	16,6711	-53,8342	22,4234	16,3428	-148,1634	-4,3655	3,1954	-89,5567	-41,2164	6,1221	-141,6958	-57,3455	8,5733	-179,9527	-64,0129	6,6101	-199,5519	16,9650	16,9650	16,6743	37,7178	-161,6803	11,4100	43,5739	-221,2698	8,6517	46,2559	-246,2110	7,4764	46,1450	-258,7737	1,6000	22,9836	11,4918	33,0309	18,2709	-171,2780	44,1824	20,2425	-223,1335	40,0560	16,0042	-261,8385	37,1453	14,4278	-281,1339	13,7700	23,2576	19,6288	54,4979	3,3594	-164,7111	51,7603	-16,2296	-213,1802	51,4351	-21,1887	-235,6065	50,8452	-22,3262	-247,0200	11,0400	16,4736	16,2368	56,9191	-19,7831	-154,5353	56,9353	-30,0314	-187,1621	59,8767	-36,3877	-212,1381	59,3662	-41,7749	-223,9249	6,0300	24,4671	12,2336	1,00	1,00	1,00	1,00	1,00	100,90	130,19	127,60	134,75	101,03	115,53	133,80	109,89	102,38	
7330	0,0000	0,0000	0,0000	17,2052	16,6721	-53,8437	22,0747	15,8844	-148,1826	-4,4940	2,9761	-89,4259	-42,1015	5,8396	-141,0222	-58,8053	8,2806	-179,0303	-65,8423	6,3677	-198,5039	16,9950	16,9950	16,2385	37,1794	-161,7860	10,4459	42,9754	-221,3298	7,4282	45,5801	-246,2480	6,1161	45,4181	-258,7961	1,6000	22,8391	11,4195	32,6019	17,7185	-171,3403	43,5787	19,4541	-223,2392	39,3449	15,0291	-261,9100	36,3829	13,3609	-281,1889	13,7700	23,2839	19,6420	54,1195	2,8834	-164,7703	51,4247	-16,8479	-213,1817	51,3322	-21,6495	-235,6433	50,9151	-22,6588	-247,0760	11,2500	17,2716	16,6358	56,6205	-20,2022	-154,4880	56,9128	-30,4739	-187,1047	60,0824	-36,8125	-212,0560	59,7006	-42,1983	-223,8478	6,5900	24,5376	12,2688	1,00	1,00	1,00	1,00	1,00	101,68	131,67	129,75	136,97	101,75	115,60	133,80	109,99	102,54	
7760	0,0000	0,0000	0,0000	17,4032	16,6117	-53,7906	21,8415	15,4215	-148,1346	-4,6066	3,0349	-89,2207	-42,7378	6,2846	-140,3979	-59,8435	8,8982	-178,2095	-67,1493	7,0749	-197,5897	17,0250	17,0250	16,1883	36,7288	-161,7897	10,0227	42,6019	-221,2807	6,8432	45,2354	-246,1726	5,4306	45,0833	-258,7083	1,6700	22,8096	11,4048	32,2841	17,0499	-171,3424	43,0850	18,5205	-223,2795	38,6911	14,0795	-261,9256	35,6652	12,4215	-281,1929	13,8400	23,3616	19,6808	53,6577	1,9966	-164,8131	50,7393	-17,9717	-213,1071	50,6604	-22,8189	-235,5560	50,2836	-23,8313	-246,9883	11,3200	17,5471	16,7736	55,9412	-21,0752	-154,4572	56,0569	-31,3805	-187,0599	59,1216	-37,7658	-212,0090	58,6690	-43,1510	-223,7967	6,8000	24,5775	12,2887	1,00	1,00	1,00	1,00	1,00	102,22	132,62	131,10	137,98	102,15	115,65	133,81	110,10	102,53	
8190	0,0000	0,0000	0,0000	17,7352	16,1788	-53,8088	22,5997	15,1535	-148,1260	-4,3352	3,0758	-89,3747	-42,3277	7,1929	-140,5862	-59,3382	10,2631	-178,4027	-66,7034	8,6855	-197,7802	17,0400	17,0400	17,3802	36,5883	-161,7501	11,5242	42,9699	-221,2151	8,4775	45,8267	-246,0968	7,1057	45,7841	-258,6369	1,8100	22,8096	11,4048	33,1780	16,6606	-171,2781	44,3262	18,1789	-223,1360	40,1221	14,0113	-261,8303	37,2070	12,5092	-281,1259	13,9800	23,4124	19,7062	54,2558	1,2251	-164,6888	51,3350	-18,6557	-213,0139	51,3722	-23,4395	-235,4747	51,0899	-24,4047	-246,9128	11,3200	17,7100	16,8550	56,0916	-21,9071	-154,3840	56,2793	-31,9969	-187,0507	59,4373	-38,2569	-212,0178	58,9941	-43,5490	-223,8468	7,0800	24,6156	12,3078	1,00	1,00	1,00	1,00	1,00	102,60	133,26	131,85	138,59	102,38	115,72	133,83	110,16	102,49	
8620	0,0000	0,0000	0,0000	17,6964	16,0266	-53,8619	22,5137	14,5796	-148,1684	-4,3540	2,6985	-89,3521	-42,5535	6,5528	-140,4234	-59,7265	9,4668	-178,1751	-67,1926	7,8314	-197,5073	17,0550	17,0550	17,2270	35,9348	-161,8874	11,3427	42,1973	-221,3573	8,2837	45,0028	-246,2413	6,9093	44,9348	-258,7800	1,9500	22,8096	11,4048	33,0746	16,0095	-171,3311	44,1902	17,3195	-223,1972	39,9993	12,9879	-261,8718	37,0955	11,4072	-281,1612	13,9800	23,4624	19,7312	54,1976	0,6652	-164,6824	51,5019	-19,6782	-212,8232	51,6032	-24,6845	-235,2333	51,3413	-25,7682	-246,6604	11,2500	17,6559	16,8279	56,1039	-22,4121	-154,2728	56,1713	-32,5004	-186,9376	59,2447	-38,7503	-211,9155	58,7664	-44,0379	-223,7440	7,1500	24,6400	12,3200	1,00	1,00	1,00	1,00	1,00	103,06	133,74	132,65	138,72	102,60	115,76	133,83	110,27	102,28	
9050	0,0000	0,0000	0,0000	17,7478	16,2186	-53,7849	22,5589	15,1176	-148,0925	-4,3306	3,0710	-89,3229	-42,6957	7,2803	-140,2386	-60,0000	10,4405	-177,9086	-67,5662	8,9467	-197,2124	17,0700	17,0700	17,3166	36,5345	-161,7301	11,3940	43,1689	-221,1534	8,3275	46,1415	-246,0161	6,9479	46,1600	-258,5538	2,0200	22,8391	11,4195	33,1217	16,6128	-171,2492	44,2380	18,0954	-223,1083	40,0477	13,9316	-261,7998	37,1486	12,4390	-281,0962	13,9800	23,4871	19,7435	54,2120	1,2002	-164,6595	51,5855	-18,9683	-212,8755	51,7853	-23,8362	-235,3144	51,5909	-24,8361	-246,7500	11,3200	17,8711	16,9356	56,0704	-21,9193	-154,3376	56,2201	-31,7590	-187,0764	59,3626	-37,8194	-212,0914	58,9154	-43,0142	-223,9616	7,4300	24,6519	12,3259	1,00	1,00	1,00	1,00	1,00	103,44	134,22	133,39	139,33	102,83	115,80	133,83	110,33	102,26	
9480	0,0000	0,0000	0,0000	17,7289	16,2401	-53,7821	22,6487	15,2851	-148,0820	-4,2926	3,1201	-89,3634	-42,6749	7,3624	-140,2602	-59,9924	10,5635	-177,9190	-67,5876	9,1104	-197,2136	17,0700	17,0700	17,3970	36,7152	-161,6932	11,4864	43,4700	-221,1017	8,4247	46,4924	-245,9580	7,0492	46,5362	-258,4956	2,0200	22,8391	11,4195	33,2357	16,8270	-171,2234	44,4089	18,3996	-223,0655	40,2782	14,3014	-261,7689	37,4114	12,8433	-281,0719	13,9800	23,5116	19,7558	54,3357	1,4299	-164,6329	51,8598	-18,6495	-212,8918	52,1827	-23,4159	-235,3502	52,0642	-24,3517	-246,7918	11,3900	18,0831	17,0415	56,2093	-21,7018	-154,3436	56,5920	-31,3253	-187,1433	59,9123	-37,2089	-212,1765	59,5576	-42,3245	-224,0836	7,8500	24,6636	12,3318	1,00	1,00	1,00	1,00	1,00	103,57	134,43	133,77	139,76	102,93	115,81	133,83	110,36	102,26	
9920	0,0000	0,0000	0,0000	17,6456	16,2346	-53,8087	22,7063	15,3405	-148,0981	-4,2613	3,0255	-89,4257	-42,7988	7,2699	-140,2018	-60,2319	10,5213	-177,8010	-67,8995	9,1176	-197,0698	17,0700	17,0700	17,3735	36,7502	-161,7079	11,4790	43,6257	-221,1019	8,4231	46,6959	-245,9520	7,0573	46,7647	-258,4901	2,0900	22,8391	11,4195	33,3190	16,9415	-171,2226	44,5981	18,6386	-223,0357	40,5833	14,5852	-261,7545	37,7745	13,1481	-281,0668	14,0500	23,5359	19,7680	54,4811	1,6421	-164,6077	52,2317	-18,4004	-212,8908	52,6811	-23,0992	-235,3603	52,6309	-23,9924	-246,8054	11,4600	18,2400	17,1200	56,4489	-21,4836	-154,3253	56,9930	-30,9901	-187,1554	60,4330	-36,7655	-212,1965	60,1487	-41,8391	-224,1229	8,0600	24,6751	12,3376	1,00	1,00	1,00	1,00	1,00	103,96	135,05	134,53	140,45	103,18	115,84	133,84	110,39	102,23	
