STAMP;ROOT X;ROOT Y;ROOT Z;WRIST X;WRIST Y;WRIST Z;HAND X;HAND Y;HAND Z;THUMB1 X;THUMB1 Y;THUMB1 Z;THUMB2 X;THUMB2 Y;THUMB2 Z;THUMB3 X;THUMB3 Y;THUMB3 Z;THUMB4 X;THUMB4 Y;THUMB4 Z;THUMBFLEX1;THUMBFLEX2;INDEX1 X;INDEX1 Y;INDEX1 Z;INDEX2 X;INDEX2 Y;INDEX2 Z;INDEX3 X;INDEX3 Y;INDEX3 Z;INDEX4 X;INDEX4 Y;INDEX4 Z;INDEXFLEX1;INDEXFLEX2;INDEXFLEX3;MIDDLE1 X;MIDDLE1 Y;MIDDLE1 Z;MIDDLE2 X;MIDDLE2 Y;MIDDLE2 Z;MIDDLE3 X;MIDDLE3 Y;MIDDLE3 Z;MIDDLE4 X;MIDDLE4 Y;MIDDLE4 Z;MIDDLEFLEX1;MIDDLEFLEX2;MIDDLEFLEX3;RING1 X;RING1 Y;RING1 Z;RING2 X;RING2 Y;RING2 Z;RING3 X;RING3 Y;RING3 Z;RING4 X;RING4 Y;RING4 Z;RINGFLEX1;RINGFLEX2;RINGFLEX3;LITTLE1 X;LITTLE1 Y;LITTLE1 Z;LITTLE2 X;LITTLE2 Y;LITTLE2 Z;LITTLE3 X;LITTLE3 Y;LITTLE3 Z;LITTLE4 X;LITTLE4 Y;LITTLE4 Z;LITTLEFLEX1;LITTLEFLEX2;LITTLEFLEX3;PRESSURE1;PRESSURE2;PRESSURE3;PRESSURE4;PRESSURE5;DIST THUMB-INDEX;DIST THUMB-MIDDLE;DIST THUMB-RING;DIST THUMB-LITTLE;DIST PALM-THUMB;DIST PALM-INDEX;DIST PALM-MIDDLE;DIST PALM-RING;DIST PALM-LITTLE;Unnamed: 98;Seconds;Sample_Time
4750;0,0000;0,0000;0,0000;-58,4357;4,7199;-4,4060;-151,9834;-6,1193;-0,8588;-89,8036;-17,0493;16,9817;-136,2149;-41,0642;53,5101;-172,5135;-56,4638;66,4153;-189,7610;-65,8851;73,0547;11,5050;11,5050;-166,8008;11,7973;10,4903;-224,6574;-2,6476;16,7500;-248,9642;-8,4071;19,8734;-260,8017;-12,5653;20,8844;6,3100;23,4871;11,7436;-176,1837;-4,9582;-8,6262;-228,7063;-10,0529;-12,9706;-265,5745;-20,7666;-5,7931;-284,0003;-25,5439;-1,4275;10,3400;24,8479;20,4240;-170,6778;-14,3125;-33,2217;-215,7806;-36,9346;-19,7663;-237,9007;-41,2589;-15,6368;-249,1411;-41,6544;-13,4548;8,0300;23,1775;19,5888;-158,5927;-35,0184;-41,4097;-191,9852;-41,9714;-42,0541;-217,4809;-45,0615;-45,2133;-229,7343;-49,2096;-45,4032;18,2800;24,9159;12,4579;2,00;1,00;1,00;2,00;1,00;103,01;126,71;107,69;126,13;102,29;111,16;133,44;104,22;99,43;;4.75;2023-08-21 13:32:14.461926000
5180;0,0000;0,0000;0,0000;-58,4867;4,0862;-4,3536;-151,9364;-7,6680;-1,1834;-89,6914;-18,3504;16,5772;-134,0849;-44,1951;54,3426;-169,4769;-60,6276;68,4358;-185,9652;-70,1834;76,6294;11,6850;11,6850;-166,9370;9,9047;10,4580;-226,4089;2,9032;13,4956;-251,4342;0,6823;15,0885;-263,8058;-1,6288;15,2800;2,0200;24,5376;12,2688;-176,1322;-6,5878;-8,9754;-228,6926;-9,7689;-14,5141;-266,0485;-19,3663;-8,3533;-284,7153;-23,6033;-4,4830;13,0700;24,8556;20,4278;-170,4974;-15,4460;-33,7246;-216,9384;-36,7429;-22,9227;-239,4087;-40,1698;-20,0269;-250,7572;-40,0711;-18,4577;11,5300;23,7679;19,8839;-158,2089;-35,8894;-42,2611;-191,7270;-41,9604;-44,1246;-217,1802;-44,2800;-48,1618;-229,5246;-48,0898;-48,8600;20,8000;24,9744;12,4872;1,00;1,00;2,00;1,00;1,00;120,51;136,02;118,94;134,66;105,46;113,24;133,77;105,42;99,63;;5.18;2023-08-21 13:32:14.881926000
5610;0,0000;0,0000;0,0000;-58,4576;4,5603;-4,2735;-152,1847;-4,8558;-1,5147;-90,3161;-16,9337;16,6616;-135,4517;-42,0147;54,0604;-171,1830;-57,8376;67,9943;-187,7908;-67,0009;76,3922;11,8950;11,8950;-166,8058;13,1729;9,9103;-226,4169;7,8074;13,4996;-251,4786;6,2776;15,3174;-263,9059;4,3029;15,6321;1,8100;24,5376;12,2688;-176,3058;-3,2389;-9,4446;-228,8938;-4,8080;-15,3966;-266,5814;-13,1849;-9,4804;-285,4028;-16,8067;-5,7362;13,4900;24,8556;20,4278;-170,7638;-12,4272;-34,0943;-217,5153;-33,0488;-23,3212;-240,0291;-36,1972;-20,4475;-251,3774;-35,9658;-18,8911;10,9000;23,6544;19,8272;-158,9412;-33,2343;-42,4070;-192,5651;-38,5010;-44,7485;-218,0055;-40,2240;-49,1486;-230,4256;-43,7419;-50,0152;21,0100;24,9559;12,4780;2,00;1,00;1,00;1,00;1,00;120,70;137,09;118,68;135,42;105,83;113,40;133,82;105,40;99,93;;5.61;2023-08-21 13:32:15.321926000
6040;0,0000;0,0000;0,0000;-58,6504;1,9295;-3,9634;-152,7939;-2,9427;-5,3487;-92,3349;-19,2294;14,3267;-140,4873;-46,4032;46,1288;-177,3924;-62,6647;55,9414;-194,6335;-72,0747;62,6402;11,7450;11,7450;-167,0010;15,0466;6,6703;-226,9404;12,9427;7,7046;-251,9975;10,8874;9,1856;-264,3050;8,2351;9,4326;2,2300;19,9824;9,9912;-176,4780;0,3769;-14,0619;-228,7573;2,4868;-22,3209;-267,0891;-4,0633;-18,4997;-286,2263;-6,8673;-15,7408;14,2600;24,5644;20,2822;-170,3770;-7,5086;-39,0411;-218,8056;-25,8106;-32,0370;-238,6863;-35,2248;-25,5858;-248,0006;-39,8337;-20,7509;11,8800;0,1001;7,9500;-159,2230;-28,3247;-48,2410;-193,0233;-31,4645;-51,7714;-218,4122;-31,5853;-56,8216;-230,9718;-34,4249;-58,1346;21,2200;24,5376;12,2688;2,00;2,00;20,00;1,00;181,00;118,89;137,06;104,12;131,62;105,60;113,04;133,89;103,26;99,44;;6.04;2023-08-21 13:32:15.751926000
6470;0,0000;0,0000;0,0000;-128,9671;8,2880;-9,2906;-336,5472;1,8370;-11,3740;-204,0006;-35,0318;33,0852;-310,3985;-85,7831;109,5532;-392,7431;-116,5466;134,7139;-431,8257;-135,3730;149,1410;11,1600;11,1600;-366,9122;43,1828;13,5155;-492,3680;6,4710;32,8752;-487,8181;-44,4678;54,3834;-467,4641;-62,6180;59,4628;14,8500;53,1456;26,5728;-388,6203;9,4534;-30,7242;-504,1272;11,7157;-47,1299;-481,5042;-64,1666;-13,3720;-443,9773;-80,5326;-0,0954;12,0900;68,5089;26,2544;-375,7360;-10,4620;-85,0173;-476,5354;-60,9681;-61,9150;-460,1096;-99,7291;-34,0240;-438,3750;-107,5460;-23,8240;4,0400;72,4169;28,2085;-352,2053;-57,6285;-103,4270;-426,1890;-70,1420;-108,1567;-419,0291;-112,5769;-70,7401;-392,2263;-118,8150;-63,2773;15,6200;75,0000;37,5000;2,00;2,00;171,00;1,00;179,00;120,85;159,46;175,31;216,71;231,67;162,21;135,84;149,96;142,66;;6.47;2023-08-21 13:32:16.181926000
6910;0,0000;0,0000;0,0000;-110,9386;7,7908;-8,2058;-289,5085;-0,2671;-8,9853;-174,7677;-30,6495;28,3855;-268,6841;-78,3402;87,8029;-340,0873;-107,9760;102,5021;-354,4066;-123,3435;69,2306;9,5400;9,5400;-316,0117;34,7982;12,8367;-390,7852;-43,2556;48,2108;-364,2647;-80,1378;62,9232;-341,2333;-86,4270;63,0727;44,6000;51,5625;25,7813;-334,5128;5,7699;-25,3293;-404,9907;-63,1530;-6,1282;-343,9455;-98,1162;17,1030;-307,8557;-90,5492;20,6276;36,2100;60,1929;22,0965;-323,4638;-10,8915;-72,2403;-363,0872;-91,6873;-30,8471;-328,4271;-111,2779;-13,4142;-307,3156;-107,4390;-9,9759;32,7100;69,2841;26,6420;-302,7382;-51,0870;-88,4856;-339,8011;-101,0108;-70,5662;-303,6650;-119,7945;-43,1749;-281,5372;-109,2061;-43,8645;31,0700;71,0400;35,5200;2,00;51,00;239,00;1,00;158,00;39,68;74,86;93,51;135,28;159,62;123,66;96,77;108,65;114,66;;6.91;2023-08-21 13:32:16.611926000
7340;0,0000;0,0000;0,0000;-83,9640;4,9167;-6,2343;-218,8432;-4,2700;-6,2073;-131,4345;-25,2246;21,6856;-202,0168;-59,1281;68,9528;-255,9470;-80,0389;82,9705;-269,0790;-92,4909;59,3473;10,7550;10,7550;-239,4155;21,8014;10,3619;-289,7473;-41,8551;38,8790;-268,8200;-69,1345;49,9279;-251,4081;-73,9137;50,1161;48,5900;47,9316;23,9658;-253,0312;-0,4981;-18,4186;-292,3124;-62,3271;1,6661;-250,8132;-92,7087;23,8976;-223,8738;-94,1035;31,4600;48,4600;39,3204;11,6602;-244,5479;-12,9420;-53,9229;-257,1940;-78,1951;-19,3664;-228,9842;-89,9881;-7,2980;-213,2021;-86,1690;-4,7550;45,3100;62,0489;23,0245;-228,2362;-42,9879;-66,2511;-250,7652;-83,5138;-50,5947;-224,4279;-99,3588;-29,7820;-207,0310;-93,0294;-28,4545;37,3700;60,7476;30,3738;2,00;1,00;304,00;2,00;263,00;27,25;53,14;85,27;107,51;120,85;95,31;97,54;82,11;92,26;;7.34;2023-08-21 13:32:17.041926000
7770;0,0000;0,0000;0,0000;-86,8947;5,0957;-6,4199;-226,5972;-2,4046;-7,4246;-136,6548;-25,7430;21,7604;-209,6732;-61,5996;70,1536;-265,5518;-83,4865;84,0172;-279,5504;-96,0556;59,6353;10,4250;10,4250;-247,6144;24,6650;9,9177;-304,1700;-38,3276;37,4353;-282,0549;-66,4407;48,2679;-263,8115;-70,4776;48,0002;45,8600;52,4400;26,2200;-261,8325;2,1627;-20,2437;-308,5509;-58,4872;-2,4191;-267,0970;-92,0479;20,3307;-239,2219;-94,0490;28,0477;43,9800;42,4041;13,2021;-252,9912;-10,3844;-57,0859;-275,8951;-76,6030;-23,9059;-249,0737;-92,1786;-9,9340;-232,6086;-90,0825;-6,2184;38,7300;62,2356;23,1178;-236,4709;-41,5576;-70,1198;-262,6243;-82,3250;-55,3195;-237,4815;-101,1756;-33,2245;-219,0844;-96,1576;-30,9247;34,5700;59,6400;29,8200;1,00;1,00;178,00;1,00;63,00;32,21;51,27;81,09;108,89;126,77;95,35;99,08;87,89;96,94;;7.77;2023-08-21 13:32:17.471926000
8200;0,0000;0,0000;0,0000;-85,4338;4,9059;-6,7874;-222,9237;0,0923;-9,6426;-135,3043;-24,4911;20,2703;-208,2400;-59,1657;66,5815;-263,5408;-80,0432;79,8370;-278,1178;-92,5831;56,4340;10,9950;10,9950;-243,3246;27,1070;7,1227;-303,2383;-31,3856;32,6959;-289,1564;-62,8910;45,3554;-273,3208;-72,0148;47,2988;43,4100;42,4041;21,2020;-257,3143;5,2227;-22,7225;-310,4628;-49,0787;-8,4560;-275,9827;-87,4714;15,8261;-249,7399;-93,4907;25,2179;38,1700;40,9344;12,4672;-248,3584;-7,2988;-58,8323;-276,3785;-70,8625;-27,3899;-252,6565;-88,8763;-12,1524;-236,6657;-88,8228;-7,2387;35,6500;59,6400;21,8200;-232,5121;-38,2637;-71,4195;-260,5908;-77,0423;-57,6697;-238,9034;-98,2101;-35,1070;-220,5660;-95,4557;-31,4976;32,6100;56,5409;28,2705;2,00;1,00;112,00;1,00;2,00;23,01;42,20;76,07;105,13;126,50;104,79;103,40;90,00;98,04;;8.2;2023-08-21 13:32:17.911926000
8630;0,0000;0,0000;0,0000;-69,4328;4,1763;-5,7228;-181,1150;-2,3218;-6,7946;-109,2049;-20,0914;17,2653;-166,5453;-48,5108;57,6790;-210,6339;-65,9709;70,9879;-231,3673;-78,7459;67,3316;11,6400;11,6400;-198,0658;19,5874;6,4712;-256,4078;-17,1120;24,2503;-266,9191;-42,4405;36,1296;-266,6518;-56,4906;41,2100;30,1100;11,1201;5,5601;-209,2664;0,9545;-17,2376;-265,5133;-26,8505;-13,4894;-270,6151;-67,1199;8,9229;-264,9561;-85,4170;21,9876;16,1200;17,6409;0,8205;-202,0412;-9,7725;-46,4147;-248,3234;-46,9909;-28,6385;-246,8592;-68,8570;-12,5238;-240,1809;-76,9132;-3,8355;7,4400;43,8900;13,9450;-188,6857;-34,8925;-56,1687;-220,4943;-58,9042;-48,9711;-232,0102;-83,4911;-34,6018;-229,2565;-95,8108;-25,8529;13,5000;14,1876;7,0938;1,00;1,00;1,00;1,00;1,00;49,22;56,82;71,73;94,76;117,73;112,05;121,50;95,19;106,87;;8.63;2023-08-21 13:32:18.341926000
9060;0,0000;0,0000;0,0000;-58,7385;4,1307;-3,8169;-153,3095;3,1758;-5,2214;-93,3832;-15,9054;14,2845;-142,6201;-39,1232;47,9237;-180,4395;-52,3686;59,2457;-199,0520;-61,6539;60,1637;11,9850;11,9850;-166,8035;21,6474;7,0664;-225,7519;11,2351;13,2578;-249,6855;4,2535;17,3627;-261,0012;-1,1279;18,9745;9,1800;16,3564;8,1782;-176,9120;7,5955;-13,9095;-229,6806;5,7660;-19,9256;-266,9353;-4,8637;-13,9363;-285,4254;-9,9811;-9,9206;7,1200;22,5351;19,2675;-171,1234;-0,2508;-39,0690;-217,8900;-22,0841;-29,9415;-239,0799;-29,4502;-24,8776;-249,6601;-32,2570;-21,3549;4,8800;11,8231;13,9115;-160,8073;-21,4639;-48,5624;-194,3447;-28,0558;-50,6034;-219,8102;-32,3486;-53,3527;-231,6963;-37,5763;-53,2352;12,6100;20,2039;10,1019;1,00;1,00;1,00;2,00;2,00;95,90;122,65;100,35;120,44;102,81;110,46;132,85;103,92;100,55;;9.06;2023-08-21 13:32:18.771926000
9490;0,0000;0,0000;0,0000;-58,6171;3,8426;-3,7789;-152,7514;-2,5536;-2,7000;-91,5220;-17,3525;15,9208;-137,3531;-40,3801;53,9259;-173,6312;-54,1627;68,7414;-191,6816;-63,8130;72,2688;12,3900;12,3900;-166,9673;15,5473;9,1864;-225,9931;6,4176;15,2496;-250,4615;1,5363;18,8273;-262,3316;-2,4916;20,1340;4,4900;20,1600;10,0800;-176,7114;0,1546;-10,9176;-229,3651;-1,5524;-16,8416;-266,8824;-10,8600;-10,9101;-285,5823;-15,0860;-7,0644;11,0400;24,0199;20,0100;-171,0864;-8,3226;-35,8385;-218,5020;-27,9761;-25,8710;-240,8728;-31,6919;-22,3929;-252,1371;-32,0071;-20,2466;10,3400;20,2039;18,1019;-159,8097;-29,2220;-44,7533;-193,2546;-35,1198;-48,4095;-218,5693;-37,8324;-53,2087;-230,7729;-42,0461;-54,2684;18,4900;23,1775;11,5887;2,00;2,00;2,00;1,00;2,00;107,10;132,23;115,00;134,21;104,35;111,93;133,49;105,13;101,52;;9.49;2023-08-21 13:32:19.201926000
