STAMP;ROOT X;ROOT Y;ROOT Z;WRIST X;WRIST Y;WRIST Z;HAND X;HAND Y;HAND Z;THUMB1 X;THUMB1 Y;THUMB1 Z;THUMB2 X;THUMB2 Y;THUMB2 Z;THUMB3 X;THUMB3 Y;THUMB3 Z;THUMB4 X;THUMB4 Y;THUMB4 Z;THUMBFLEX1;THUMBFLEX2;INDEX1 X;INDEX1 Y;INDEX1 Z;INDEX2 X;INDEX2 Y;INDEX2 Z;INDEX3 X;INDEX3 Y;INDEX3 Z;INDEX4 X;INDEX4 Y;INDEX4 Z;INDEXFLEX1;INDEXFLEX2;INDEXFLEX3;MIDDLE1 X;MIDDLE1 Y;MIDDLE1 Z;MIDDLE2 X;MIDDLE2 Y;MIDDLE2 Z;MIDDLE3 X;MIDDLE3 Y;MIDDLE3 Z;MIDDLE4 X;MIDDLE4 Y;MIDDLE4 Z;MIDDLEFLEX1;MIDDLEFLEX2;MIDDLEFLEX3;RING1 X;RING1 Y;RING1 Z;RING2 X;RING2 Y;RING2 Z;RING3 X;RING3 Y;RING3 Z;RING4 X;RING4 Y;RING4 Z;RINGFLEX1;RINGFLEX2;RINGFLEX3;LITTLE1 X;LITTLE1 Y;LITTLE1 Z;LITTLE2 X;LITTLE2 Y;LITTLE2 Z;LITTLE3 X;LITTLE3 Y;LITTLE3 Z;LITTLE4 X;LITTLE4 Y;LITTLE4 Z;LITTLEFLEX1;LITTLEFLEX2;LITTLEFLEX3;PRESSURE1;PRESSURE2;PRESSURE3;PRESSURE4;PRESSURE5;DIST THUMB-INDEX;DIST THUMB-MIDDLE;DIST THUMB-RING;DIST THUMB-LITTLE;DIST PALM-THUMB;DIST PALM-INDEX;DIST PALM-MIDDLE;DIST PALM-RING;DIST PALM-LITTLE;Unnamed: 98;Seconds;Sample_Time
42270;0,0000;0,0000;0,0000;-46,8989;0,6010;35,4811;-123,9972;8,1515;89,2039;-61,6848;-7,5482;75,8736;-89,9471;-25,4892;130,1615;-119,3727;-42,1532;154,2218;-132,3667;-51,2408;167,6079;5,4450;5,4450;-130,7808;31,0381;99,2036;-174,7326;30,2493;140,0117;-193,1089;30,6599;157,2257;-202,3817;29,5166;165,6669;7,3600;24,4071;12,2036;-148,6376;11,1163;94,8466;-195,0567;13,6558;120,2273;-221,8268;11,8190;148,6277;-234,7804;11,6598;163,2507;9,3600;24,6156;20,3078;-156,9367;-6,2278;76,0434;-165,1875;-33,0963;120,0767;-145,9286;-44,2053;125,6533;-134,8669;-45,1940;122,8226;23,8200;62,9844;23,4922;-150,7343;-30,2563;70,9031;-182,2667;-33,0161;83,6584;-207,2381;-33,6239;90,4463;-218,8275;-36,1851;95,6066;23,1100;24,8236;12,4118;1,00;1,00;1,00;2,00;2,00;106,90;120,27;45,26;113,52;98,72;111,57;133,30;63,99;104,88;;42.27;2023-08-21 13:32:51.551926000
42710;0,0000;0,0000;0,0000;-47,2667;7,0626;34,2693;-121,8697;19,0499;90,6347;-60,6329;0,9480;75,5044;-91,4904;-18,8476;127,6899;-121,7940;-37,2006;149,3031;-135,7066;-47,8439;160,4264;4,8600;4,8600;-127,5764;42,5039;99,9667;-168,4374;42,7914;143,8711;-185,5082;43,6594;162,3629;-194,1509;42,7442;171,4730;9,9500;24,4224;12,2112;-146,1636;22,9833;97,1187;-191,3027;27,6482;124,4272;-216,8034;27,5539;154,0269;-229,0888;28,2729;169,1980;8,9400;24,6519;20,3260;-155,7163;5,1829;79,3686;-171,3997;-15,4413;124,7262;-157,2447;-28,4094;137,2488;-146,6349;-32,3625;139,0223;13,4600;50,8641;17,4321;-150,4262;-19,2045;74,9567;-181,4929;-20,4689;89,0189;-206,1860;-20,0112;96,7637;-217,6398;-21,9920;102,4534;23,1800;24,8775;12,4388;2,00;1,00;1,00;1,00;2,00;108,37;120,79;28,59;103,64;97,66;111,00;133,24;74,82;104,86;;42.71;2023-08-21 13:32:51.981926000
43130;0,0000;0,0000;0,0000;-47,2537;4,3864;34,7278;-122,6485;13,7101;90,5350;-61,0517;-3,2575;75,5620;-90,8535;-23,5702;128,1581;-120,6612;-41,6682;150,6551;-134,4073;-52,3210;161,9731;5,6100;5,6100;-128,7095;36,7749;100,5836;-168,8770;33,7621;145,0195;-185,6679;33,2323;163,7773;-194,1364;31,6221;172,9538;11,9800;24,3916;12,1958;-147,0574;17,1793;96,8464;-192,1145;19,4214;124,5898;-217,4101;17,3357;154,2902;-229,6131;17,0557;169,5412;7,4000;24,6751;20,3375;-156,2102;-0,1014;78,3875;-165,7044;-26,7819;122,2790;-153,4127;-40,1992;136,2149;-143,8267;-44,8658;140,4174;22,0700;36,1524;10,0762;-150,6153;-24,2703;73,2189;-181,7850;-26,4515;86,9339;-206,5510;-26,5987;94,4519;-218,0283;-28,9316;99,9567;22,9000;24,8911;12,4455;1,00;1,00;2,00;1,00;1,00;103,61;118,04;24,68;106,70;97,99;110,56;133,02;79,80;104,90;;43.13;2023-08-21 13:32:52.411926000
43560;0,0000;0,0000;0,0000;-47,3465;4,0691;34,6366;-124,3225;16,3953;87,6264;-62,9664;-3,0828;74,8981;-95,0440;-21,7919;126,7424;-126,1963;-38,2874;148,6392;-140,9608;-48,6332;158,9096;5,8500;5,8500;-129,7944;39,6695;97,5270;-171,5349;38,3157;140,5702;-188,9644;38,4889;158,7419;-197,8051;37,2375;167,6180;12,0500;24,4224;12,2112;-148,7849;20,8614;93,0360;-194,4958;24,3316;119,5531;-220,6656;22,8284;148,5206;-233,2947;22,8236;163,4223;6,5600;24,6975;20,3487;-157,9485;4,0161;74,1855;-171,8385;-21,3962;117,6545;-162,0630;-35,2961;133,0337;-153,4733;-40,6201;138,4366;19,9700;33,8289;8,9144;-153,1703;-20,3523;69,1398;-184,9036;-21,2333;81,6517;-209,9221;-20,3412;88,2193;-221,6899;-22,1934;93,2740;22,9700;24,8976;12,4488;1,00;1,00;2,00;2,00;2,00;103,35;116,84;25,30;107,35;97,91;110,60;132,90;81,74;104,89;;43.56;2023-08-21 13:32:52.841926000
44000;0,0000;0,0000;0,0000;-46,8958;5,3682;35,0701;-122,1692;17,4115;90,5140;-61,0945;-1,6103;75,8845;-90,6315;-19,5585;129,4780;-120,6497;-35,6672;153,1729;-134,8002;-45,7042;164,5542;6,0000;6,0000;-127,5233;40,7118;100,4176;-167,5475;39,8007;145,0723;-184,2576;40,1663;163,9049;-192,7442;39,0095;173,1324;11,9100;24,4375;12,2188;-146,4777;21,6985;96,7060;-191,2662;24,8663;124,7886;-216,3873;23,2841;154,6661;-228,4858;23,2474;170,0018;6,4200;24,6975;20,3487;-156,1092;4,6246;78,2997;-168,4642;-20,5908;122,3430;-158,4566;-34,2755;137,7658;-149,8506;-39,5475;143,1937;19,8300;32,7600;8,3800;-151,2761;-19,7383;73,2796;-182,5530;-20,8414;86,8762;-207,3397;-20,1508;94,2920;-218,9077;-22,0834;99,7610;22,9000;24,8911;12,4455;1,00;1,00;1,00;1,00;1,00;102,99;116,45;26,85;108,77;98,11;110,78;132,87;82,38;104,90;;44.0;2023-08-21 13:32:53.271926000
44430;0,0000;0,0000;0,0000;-47,1618;3,6408;34,9334;-122,5508;12,1178;90,8754;-61,1150;-5,0601;75,5001;-89,9029;-25,3805;128,6513;-119,4100;-42,8475;152,0226;-133,1636;-53,3759;163,4456;6,0600;6,0600;-128,3825;34,9376;101,5935;-168,4598;31,9911;146,1113;-185,2018;31,4955;164,9120;-193,6802;29,9113;174,0831;11,4900;24,4224;12,2112;-146,9315;15,6609;97,2495;-191,6046;16,6368;125,6740;-216,4902;13,3063;155,6039;-228,4888;12,3928;170,9904;6,0700;24,7084;20,3542;-156,2347;-0,9651;78,2737;-167,5098;-28,3447;121,3017;-157,4861;-42,3609;136,4126;-148,9617;-47,7048;141,8983;20,4600;31,2500;7,6250;-150,8899;-25,0278;72,3997;-182,1047;-27,2786;85,9962;-206,8834;-27,3819;93,4685;-218,3945;-29,7530;98,8841;22,9000;24,8911;12,4455;1,00;1,00;1,00;1,00;1,00;103,50;116,06;27,31;109,50;98,33;110,90;132,82;82,94;104,90;;44.43;2023-08-21 13:32:53.711926000
44860;0,0000;0,0000;0,0000;-46,9601;3,9192;35,1726;-122,1293;13,0447;91,3055;-60,7201;-4,2164;75,9215;-89,1333;-23,7137;129,5789;-118,4252;-40,7811;153,5082;-132,0393;-51,0656;165,3137;6,2100;6,2100;-127,9689;36,0058;101,7122;-168,0778;33,8465;146,2453;-184,8363;33,6882;165,0367;-193,3241;32,2702;174,2260;11,1400;24,4375;12,2188;-146,4906;16,6252;97,7312;-190,9093;17,6268;126,5492;-215,5025;14,4808;156,7388;-227,3575;13,6685;172,2415;5,6500;24,7191;20,3596;-155,8350;-0,2987;79,0418;-167,3597;-26,7839;122,5597;-157,7867;-40,5184;138,2113;-149,4976;-45,8412;144,0655;19,8300;30,2049;7,1024;-150,4588;-24,4325;73,4991;-181,6097;-26,5546;87,2604;-206,3557;-26,6047;94,8394;-217,8380;-28,9223;100,3383;22,9000;24,8911;12,4455;1,00;1,00;1,00;1,00;1,00;103,83;115,43;27,99;109,88;98,42;110,97;132,76;83,67;104,90;;44.86;2023-08-21 13:32:54.131926000
45290;0,0000;0,0000;0,0000;-46,7383;3,8251;35,4755;-120,3228;10,2175;94,0313;-59,1250;-5,5709;76,3928;-84,4004;-25,6551;131,3858;-112,4055;-43,1258;156,5326;-125,2576;-53,4497;169,1306;5,7750;5,7750;-126,2309;32,8037;105,1913;-165,5034;29,9685;150,4253;-181,9050;29,5154;169,5238;-190,2113;27,9496;178,8536;9,8800;24,4071;12,2036;-144,5356;13,2073;101,2674;-188,5536;13,6809;130,7057;-212,7257;10,0338;161,1770;-224,3671;8,9667;176,8250;7,0500;24,7296;20,3648;-154,1535;-3,4035;82,4368;-172,6351;-24,9331;126,2879;-169,1319;-37,4005;145,1962;-164,0231;-42,9162;153,8441;8,0700;21,7856;2,8928;-148,5422;-27,2921;76,1206;-179,2499;-30,2383;90,7005;-203,7637;-30,8638;98,9752;-215,0464;-33,4962;104,7388;23,0400;24,8844;12,4422;1,00;1,00;1,00;1,00;2,00;104,59;117,38;42,98;112,28;98,58;111,33;132,97;91,16;104,87;;45.29;2023-08-21 13:32:54.561926000
45720;0,0000;0,0000;0,0000;-46,5758;1,6966;35,8514;-117,8019;1,0013;97,5800;-56,5252;-9,9832;76,8450;-74,4518;-28,7343;135,0976;-98,9952;-45,7668;163,8959;-109,9481;-55,6961;178,4526;5,5050;5,5050;-124,6908;22,7204;109,8435;-163,7760;17,5417;155,0308;-180,1386;16,1163;174,1144;-188,3686;14,0665;183,4177;6,8700;24,4375;12,2188;-141,8207;2,0906;105,9140;-185,2863;0,0375;136,0944;-208,7376;-5,2944;166,8784;-220,0452;-7,1935;182,6911;9,2200;24,7399;20,3699;-151,1359;-14,4390;86,8618;-171,4272;-34,1408;130,7711;-178,3192;-41,8335;151,2294;-180,7393;-44,7949;162,0312;0,5800;4,5696;10,2848;-144,2465;-37,6515;79,3957;-173,8491;-42,5781;95,6313;-197,7741;-44,7248;105,2625;-208,5447;-48,0852;111,5983;23,3200;24,9039;12,4520;1,00;2,00;2,00;1,00;1,00;105,08;120,38;73,48;119,37;99,08;111,89;133,28;101,06;104,12;;45.72;2023-08-21 13:32:55.001926000
46150;0,0000;0,0000;0,0000;-46,4722;1,3570;35,9987;-117,2450;-0,3823;98,2238;-56,0788;-10,8669;76,9146;-70,6910;-26,9400;136,8675;-93,9224;-42,1746;167,6892;-104,0576;-51,0554;183,4643;5,2350;5,2350;-124,1290;21,1560;110,8039;-165,6508;18,5690;153,9954;-183,0150;18,2322;172,2245;-191,7820;16,7234;181,1321;2,2500;24,4375;12,2188;-141,2065;0,5088;106,7430;-185,1321;-0,7699;136,2922;-209,1172;-5,6607;166,7354;-220,6861;-7,3449;182,3823;11,1100;24,7500;20,3750;-150,5951;-15,8211;87,5557;-173,8877;-31,1921;131,7036;-186,6180;-33,8920;150,5677;-193,0626;-33,7135;160,0405;5,5100;18,9975;17,4988;-143,6701;-38,9119;79,7539;-172,4373;-42,7343;97,6979;-195,8489;-44,1188;108,6400;-206,3185;-47,0563;115,6540;23,5300;24,9216;12,4608;1,00;1,00;1,00;1,00;1,00;110,88;124,56;93,66;122,77;100,04;112,79;133,53;103,35;102,06;;46.15;2023-08-21 13:32:55.431926000
46590;0,0000;0,0000;0,0000;-46,5301;1,4698;35,9180;-115,8930;-2,6263;99,6011;-55,0475;-11,6976;76,7817;-66,9934;-28,2198;137,2003;-88,7740;-43,7567;168,9167;-98,0848;-52,7125;185,1503;5,2950;5,2950;-122,8425;18,5493;112,7474;-164,3387;15,3670;155,9225;-181,6958;14,7797;174,1516;-190,4527;13,1472;183,0470;0,7800;24,4375;12,2188;-139,6740;-2,2910;108,6486;-183,2787;-4,1689;138,6364;-206,9206;-9,5599;169,2624;-218,3185;-11,4962;185,0049;12,0900;24,7599;20,3799;-149,2175;-18,3977;89,3499;-172,8374;-33,8147;133,3065;-186,2065;-36,1191;151,7766;-193,0723;-35,6532;160,9385;7,6800;20,7975;18,3988;-142,0982;-41,2170;80,9484;-170,3717;-45,6174;99,5323;-193,4922;-47,4244;111,0174;-203,7531;-50,5772;118,2428;23,7400;24,9271;12,4635;2,00;1,00;1,00;1,00;1,00;113,46;127,10;99,50;125,09;100,72;113,01;133,65;103,97;101,81;;46.59;2023-08-21 13:32:55.861926000
47020;0,0000;0,0000;0,0000;-46,5749;1,7308;35,8456;-116,1918;-1,4091;99,3015;-55,1902;-10,5869;76,9517;-66,8801;-26,3679;137,6161;-88,4832;-41,6888;169,5567;-97,6162;-50,4440;185,9987;5,2350;5,2350;-123,3346;20,0052;111,9466;-165,6858;19,4586;154,3970;-183,4028;19,9998;172,2769;-192,3625;18,9290;181,0545;1,1800;24,4959;12,2479;-140,0138;-1,0284;108,2363;-184,0870;-1,8511;137,5773;-208,2346;-6,2407;167,9663;-219,8907;-7,6641;183,5733;13,0700;24,7791;20,3895;-149,3680;-17,6177;89,2575;-173,9974;-31,5794;133,1446;-187,7703;-33,2608;151,3829;-194,8289;-32,4857;160,3754;8,9400;20,7975;18,3988;-142,0660;-40,5695;81,3929;-170,1802;-44,6904;100,2785;-193,1949;-46,3919;111,9884;-203,3658;-49,4440;119,3817;23,3900;24,8479;12,4240;2,00;1,00;1,00;1,00;1,00;117,53;129,56;102,12;124,99;101,32;113,57;133,77;104,31;101,54;;47.02;2023-08-21 13:32:56.291926000
47440;0,0000;0,0000;0,0000;-46,5613;2,1111;35,8402;-116,8231;0,6316;98,6386;-55,7175;-9,5428;77,0216;-69,0440;-26,2942;137,0836;-91,5725;-42,3413;168,0108;-101,1018;-51,3842;184,0669;4,9350;4,9350;-123,8425;22,2964;110,9195;-167,1309;23,2098;152,4049;-185,2354;24,3729;169,8610;-194,4091;23,6144;178,4476;1,9500;24,5239;12,2619;-140,7246;1,4049;107,3307;-185,4784;2,3016;135,6178;-210,4381;-0,8144;165,5024;-222,4932;-1,6004;180,8485;14,2600;24,7975;20,3988;-150,0828;-15,3355;88,4881;-175,7928;-28,8972;131,8764;-189,8182;-30,4960;149,9280;-196,9525;-29,7048;158,8587;9,1500;20,2476;18,1238;-142,9685;-38,4737;81,0094;-170,5711;-41,9432;100,7590;-193,2735;-43,2085;113,1145;-203,2589;-45,9991;120,8553;22,0600;24,8976;12,4488;1,00;2,00;2,00;2,00;1,00;119,84;131,24;101,45;120,25;101,25;113,65;133,90;104,73;100,69;;47.44;2023-08-21 13:32:56.721926000
47880;0,0000;0,0000;0,0000;-46,5270;2,7408;35,8409;-117,8571;3,8446;97,4292;-56,8157;-8,5952;76,8427;-76,4598;-30,1631;133,5390;-101,8887;-48,9473;160,4093;-112,8089;-59,2498;174,7265;5,0250;5,0250;-124,2687;25,7469;109,6201;-167,5483;27,8251;151,0715;-185,6262;29,4788;168,5151;-194,8310;28,9724;177,0868;1,0400;24,5376;12,2688;-141,8575;5,5062;105,7137;-187,1218;8,3010;133,0473;-212,8161;6,2770;162,3977;-225,2166;6,0204;177,4842;14,6100;24,8064;20,4032;-151,5128;-10,8561;86,6900;-178,7350;-24,2816;129,1883;-192,5551;-26,3410;147,3510;-199,3869;-25,9118;156,5391;8,9400;17,6016;16,8008;-145,1436;-34,2383;79,3001;-168,1546;-42,7496;103,0069;-187,9691;-47,8924;118,8364;-196,0112;-52,5297;127,8492;6,9400;24,9159;12,4579;2,00;1,00;2,00;1,00;2,00;120,48;130,01;94,54;95,74;99,91;113,59;133,94;105,01;101,05;;47.88;2023-08-21 13:32:57.161926000
48310;0,0000;0,0000;0,0000;-46,4438;2,7769;35,9447;-118,1744;4,9036;97,0372;-57,1105;-8,2101;76,9443;-81,3621;-33,9012;130,0222;-108,3927;-55,2953;153,1109;-120,0932;-66,7727;165,8281;5,1750;5,1750;-124,4710;26,9379;109,0481;-165,2164;26,6346;153,0401;-182,2389;27,2750;171,5775;-190,8891;26,2597;180,6657;3,6500;24,4959;12,2479;-142,2140;6,8316;105,1475;-187,6720;10,2996;132,0781;-213,6329;8,7633;161,2223;-226,1629;8,7498;176,2032;14,7500;24,8151;20,4076;-151,8871;-9,5621;86,1604;-179,0793;-24,0757;128,3181;-176,9842;-35,8361;147,8733;-171,8300;-41,2868;156,5336;7,5400;29,9081;6,9541;-145,6788;-33,0457;78,9590;-152,2390;-54,8601;104,3563;-160,3960;-70,9480;122,9108;-161,7059;-80,1881;131,8723;30,0200;24,5511;12,2755;2,00;1,00;1,00;1,00;2,00;117,84;130,62;58,42;55,36;99,36;112,86;133,95;92,48;101,73;;48.31;2023-08-21 13:32:57.591926000
48740;0,0000;0,0000;0,0000;-46,5123;2,9562;35,8404;-118,0879;5,0156;97,1151;-56,9232;-7,6062;77,0164;-86,8543;-40,3717;122,7973;-114,8736;-66,3243;139,0080;-127,3120;-80,2422;148,0593;5,2050;5,2050;-124,6253;27,1301;108,8460;-161,1048;20,5854;155,9831;-176,3945;18,6045;175,8852;-184,0827;16,2847;185,5784;11,4200;24,4959;12,2479;-142,1262;6,7532;105,2713;-187,5851;10,1145;132,2125;-213,4937;8,7226;161,4099;-226,0062;8,7930;176,4048;14,8900;24,8236;20,4118;-151,6476;-10,0154;86,5372;-179,1456;-24,3694;128,5501;-169,4990;-37,7836;144,4275;-159,9891;-42,7343;148,4681;8,1000;51,9129;17,9564;-145,1665;-33,5150;79,6351;-154,0947;-52,3279;106,6584;-152,7786;-68,5043;126,8128;-146,7749;-76,9981;134,5077;23,6500;1,1121;0,5561;2,00;1,00;2,00;1,00;1,00;118,10;135,91;49,75;23,94;99,75;110,94;133,97;81,69;94,59;;48.74;2023-08-21 13:32:58.021926000
49170;0,0000;0,0000;0,0000;-46,5161;2,9206;35,8340;-117,8235;4,3768;97,4309;-56,7527;-8,0564;76,9430;-84,4624;-38,3597;125,7163;-112,1641;-62,7787;144,6258;-124,9823;-77,0742;152,4771;5,1450;5,1450;-124,3030;26,3717;109,4135;-159,2344;19,4003;157,6457;-173,8653;17,2342;178,0168;-181,2342;14,8237;187,9326;12,4700;24,4816;12,2408;-141,8248;6,0379;105,7074;-187,1839;9,1861;132,8373;-213,0022;7,5555;162,0996;-225,4707;7,5055;177,1301;14,9600;24,8556;20,4278;-151,4316;-10,5359;86,8458;-178,4169;-26,4065;128,6420;-188,7229;-32,2652;148,2508;-192,9591;-34,3200;158,6955;7,1200;5,8156;10,9078;-144,9881;-33,9648;79,6777;-154,1582;-51,3437;107,5645;-160,7080;-65,0971;128,4807;-160,3505;-73,4409;138,3620;21,5500;16,1791;8,0896;1,00;1,00;2,00;2,00;1,00;113,43;133,64;80,54;38,25;98,57;111,00;133,98;104,38;97,67;;49.17;2023-08-21 13:32:58.451926000
49600;0,0000;0,0000;0,0000;-46,5142;3,4990;35,7805;-116,6743;3,9400;98,6906;-55,8492;-7,6941;77,0436;-81,5314;-37,5440;127,1837;-108,3619;-61,7443;147,5693;-120,8110;-75,9497;156,1425;5,3700;5,3700;-123,1991;25,8258;110,8447;-158,2470;20,2807;159,1743;-172,9229;18,7203;179,5671;-180,3283;16,6086;189,5231;10,3000;24,4959;12,2479;-140,5352;5,2869;107,4147;-185,5392;8,1052;135,1609;-210,9499;6,3126;164,7663;-223,2181;6,1883;179,9593;15,3800;24,8844;20,4422;-150,2863;-11,3614;88,6948;-176,4091;-27,8505;130,7958;-190,5562;-30,7547;148,5841;-197,7447;-30,6281;157,5037;7,1200;19,9824;17,9912;-143,6903;-34,6921;81,3513;-152,6566;-51,1857;109,8340;-159,6451;-64,0892;131,1447;-159,6886;-72,0784;141,3203;19,8000;17,5471;8,7736;2,00;1,00;2,00;2,00;1,00;114,99;133,42;89,30;41,79;98,49;111,64;134,02;105,95;97,19;;49.6;2023-08-21 13:32:58.881926000
50040;0,0000;0,0000;0,0000;-46,5565;2,5211;35,8041;-116,9912;1,8308;98,3991;-55,9733;-9,0894;76,9314;-81,1713;-39,2211;127,1455;-107,6838;-63,5397;147,8013;-120,0689;-77,9573;156,1070;5,6400;5,6400;-123,7627;23,5576;110,7006;-159,4570;18,7275;158,6294;-174,4199;17,4946;178,8340;-181,9814;15,5515;188,7060;8,9700;24,5775;12,2887;-140,9004;2,8962;107,0266;-186,1702;5,3814;134,3655;-211,8552;3,3428;163,7153;-224,2702;3,0980;178,7862;15,8000;24,9100;20,4550;-150,4210;-13,6837;88,1296;-176,9890;-30,9559;129,6313;-191,8454;-33,7761;146,8444;-199,4947;-33,5105;155,3684;7,4000;21,8316;18,9158;-143,5868;-36,8939;80,6270;-153,3085;-52,9902;109,0876;-161,7767;-65,2734;130,2264;-162,8232;-72,9996;140,5497;18,0500;19,7100;9,8550;2,00;2,00;1,00;1,00;2,00;116,79;133,95;91,02;45,77;98,52;112,10;134,06;106,31;97,35;;50.04;2023-08-21 13:32:59.311926000
50470;0,0000;0,0000;0,0000;-46,5796;1,9879;35,8060;-117,3768;1,0206;97,9847;-56,2168;-9,7423;76,8474;-81,0306;-39,3865;127,5395;-107,4214;-63,3695;148,7351;-119,7708;-77,6172;157,3793;5,7750;5,7750;-124,2569;22,7044;110,3008;-160,2594;18,1711;158,0265;-175,3396;17,0499;178,1497;-182,9604;15,1590;187,9860;8,6200;24,5376;12,2688;-141,3374;2,0238;106,4747;-186,8496;4,5571;133,4019;-212,8069;2,5446;162,5122;-225,3617;2,3133;177,4665;16,0800;24,9216;20,4608;-150,7189;-14,5239;87,4809;-177,7581;-31,9037;128,6307;-192,8700;-34,7077;145,6222;-200,6563;-34,4204;154,0202;7,6800;22,0759;19,0380;-143,8016;-37,7031;79,9600;-155,6285;-52,5557;108,2990;-165,9234;-63,7665;129,2214;-168,0131;-71,0729;139,6906;14,0600;20,3344;10,1672;2,00;2,00;2,00;2,00;2,00;116,35;133,95;91,76;51,80;98,58;112,26;134,09;106,45;97,47;;50.47;2023-08-21 13:32:59.741926000
50900;0,0000;0,0000;0,0000;-46,5321;2,3848;35,8427;-117,3530;2,2112;98,0006;-56,2450;-9,0190;76,9578;-80,4923;-37,4160;128,6279;-106,7945;-60,6286;150,7696;-119,1629;-74,5251;159,9418;5,8200;5,8200;-124,1211;24,0131;110,1690;-160,0826;20,4996;158,0107;-175,1268;19,7934;178,1794;-182,7418;18,1048;188,0567;8,3400;24,4959;12,2479;-141,3104;3,3991;106,4750;-186,8558;6,4517;133,2913;-212,8842;4,8442;162,3627;-225,4706;4,8161;177,2921;16,2200;24,9271;20,4636;-150,7740;-13,2248;87,5890;-178,2097;-30,1992;128,6450;-193,4780;-32,7820;145,5311;-201,3337;-32,3775;153,8592;7,9600;22,1776;19,0888;-143,9782;-36,4902;80,2258;-158,8710;-48,8368;108,3206;-172,1757;-57,7320;128,6495;-176,1464;-64,0287;139,2295;7,7600;22,2775;11,1388;1,00;1,00;2,00;2,00;2,00;115,81;133,78;92,55;61,53;98,63;112,42;134,10;106,63;97,69;;50.9;2023-08-21 13:33:00.171926000
51330;0,0000;0,0000;0,0000;-46,5473;2,0101;35,8454;-117,9437;2,1641;97,3401;-56,6983;-9,3581;76,8640;-81,3964;-37,6572;128,3734;-107,9013;-60,7051;150,4448;-120,3505;-74,4882;159,6784;5,9850;5,9850;-124,7185;23,9951;109,4521;-161,1430;20,8454;156,9672;-176,3735;20,2869;177,0001;-184,0883;18,6714;186,8118;8,2000;24,4816;12,2408;-141,9729;3,4664;105,5912;-187,7692;6,7819;131,9441;-214,1010;5,3303;160,7489;-226,8394;5,3783;175,5486;16,2900;24,9324;20,4662;-151,3409;-13,1054;86,6124;-179,2792;-30,0247;127,3505;-194,7419;-32,5583;144,0661;-202,6873;-32,1262;152,3072;7,9600;22,2111;19,1056;-144,5905;-36,4014;79,3051;-160,5246;-48,1381;107,0879;-174,7203;-56,4684;127,0499;-179,2342;-62,5191;137,5553;6,2200;22,6591;11,3295;2,00;2,00;2,00;1,00;2,00;116,09;134,05;92,89;64,03;98,83;112,48;134,11;106,67;97,76;;51.33;2023-08-21 13:33:00.601926000
51760;0,0000;0,0000;0,0000;-46,5580;2,1776;35,8210;-117,9317;2,4596;97,3407;-56,7554;-9,3033;76,7964;-81,3755;-37,4299;128,4369;-107,9141;-60,2439;150,7092;-120,4040;-73,9048;160,0682;6,0750;6,0750;-124,5866;24,2766;109,5437;-160,7927;21,2782;157,2346;-175,9153;20,7679;177,3501;-183,5836;19,1742;187,2016;8,2700;24,4375;12,2188;-141,9507;3,8556;105,6055;-187,7565;7,4034;131,9106;-214,1361;6,0464;160,6760;-226,8940;6,1381;175,4584;16,4300;24,9375;20,4688;-151,4126;-12,5890;86,5629;-179,8730;-29,3257;127,0135;-195,3550;-31,8885;143,7065;-203,2652;-31,5011;151,9835;8,5200;21,6144;18,8072;-144,7881;-35,8903;79,1586;-161,6209;-46,8005;106,7474;-176,6131;-54,3776;126,4249;-181,6416;-60,0959;136,8826;4,1900;23,0956;11,5478;2,00;1,00;1,00;1,00;1,00;115,72;134,10;93,43;66,92;98,86;112,54;134,12;106,87;97,65;;51.76;2023-08-21 13:33:01.041926000
52190;0,0000;0,0000;0,0000;-46,5397;1,8928;35,8602;-116,6511;-0,3707;98,7735;-55,6967;-10,5801;76,7910;-78,3011;-39,6458;128,8310;-103,8998;-63,1375;151,4949;-115,9166;-77,0623;161,0814;5,8200;5,8200;-123,4573;21,0736;111,5403;-158,8633;16,9146;159,7416;-173,6585;15,9166;180,0807;-181,1485;14,0807;190,0268;7,7800;24,4375;12,2188;-140,5200;0,4126;107,5384;-185,8831;2,6824;134,7362;-211,6999;0,3387;163,9449;-224,1825;-0,0628;178,9552;16,5700;24,9424;20,4712;-150,0609;-15,8286;88,3615;-177,6217;-34,0426;128,7964;-191,3776;-38,5662;146,5509;-198,1621;-39,4533;155,7385;8,6600;16,2975;16,1488;-143,1613;-38,8516;80,3624;-160,5968;-49,0907;107,8336;-176,4720;-55,8625;127,1078;-182,1488;-61,1632;137,4529;0,7600;24,4224;12,2112;1,00;1,00;2,00;1,00;1,00;115,76;134,05;90,59;72,10;98,82;112,68;134,13;106,85;97,37;;52.19;2023-08-21 13:33:01.471926000
